case_id,card_id
CC-2152,C09757-K1
CC-2153,C00426-K2
CC-2154,C04597-K2
CC-2155,C09602-K1
CC-2156,C05097-K2
CC-2157,C05294-K1
CC-2158,C10055-K1
CC-2159,C06511-K1
CC-2160,C01370-K1
CC-2161,C09173-K1
CC-2162,C06313-K1
CC-2163,C13081-K1
CC-2164,C04848-K1
CC-2165,C01104-K2
CC-2166,C01521-K2
CC-2167,C06630-K2
CC-2168,C12658-K1
CC-2169,C06948-K1
CC-2170,C02883-K2
CC-2171,C03843-K1
CC-2172,C05560-K2
CC-2173,C05029-K1
CC-2174,C08363-K1
CC-2175,C02250-K2
CC-2176,C12028-K2
CC-2177,C02111-K1
CC-2178,C10422-K2
CC-2179,C10263-K1
CC-2180,C04072-K2
CC-2181,C05312-K1
CC-2182,C06954-K1
CC-2183,C08450-K2
CC-2184,C00210-K1
CC-2185,C07867-K2
CC-2186,C04715-K1
CC-2187,C02354-K2
CC-2188,C11709-K2
CC-2189,C01459-K1
CC-2190,C00871-K1
CC-2191,C13407-K1
CC-2192,C01002-K1
CC-2193,C11227-K2
CC-2194,C00750-K2
CC-2195,C01154-K1
CC-2196,C10305-K1
CC-2197,C05011-K1
CC-2198,C00294-K2
CC-2199,C02502-K2
CC-2200,C04618-K1
CC-2201,C04865-K1
CC-2202,C04248-K2
CC-2203,C10770-K1
CC-2204,C03047-K2
CC-2205,C09803-K1
CC-2206,C04258-K1
CC-2207,C06117-K1
CC-2208,C12717-K1
CC-2209,C06121-K2
CC-2210,C13095-K1
CC-2211,C04776-K1
CC-2212,C10957-K2
CC-2213,C03341-K2
CC-2214,C06940-K1
CC-2215,C00938-K1
CC-2216,C07997-K1
CC-2217,C07518-K2
CC-2218,C10890-K1
CC-2219,C05263-K2
CC-2220,C11965-K1
CC-2221,C10390-K1
CC-2222,C11509-K2
CC-2223,C13372-K1
CC-2224,C10164-K1
CC-2225,C06598-K1
CC-2226,C00768-K2
CC-2227,C11847-K2
CC-2228,C00728-K2
CC-2229,C09246-K1
CC-2230,C06788-K1
CC-2231,C12987-K1
CC-2232,C10559-K1
CC-2233,C03412-K1
CC-2234,C06464-K1
CC-2235,C01982-K2
CC-2236,C08375-K1
CC-2237,C06303-K1
CC-2238,C00745-K1
CC-2239,C04313-K1
CC-2240,C04046-K2
CC-2241,C04010-K1
CC-2242,C01426-K1
CC-2243,C10933-K1
CC-2244,C13171-K2
CC-2245,C04108-K2
CC-2246,C03598-K2
CC-2247,C11923-K2
CC-2248,C07562-K2
CC-2249,C00969-K2
CC-2250,C06420-K1
CC-2251,C09301-K2
CC-2252,C02554-K1
CC-2253,C12094-K2
CC-2254,C08944-K1
CC-2255,C00580-K1
CC-2256,C02559-K1
CC-2257,C02716-K2
CC-2258,C05678-K1
CC-2259,C00426-K2
CC-2260,C00329-K2
CC-2261,C02094-K1
CC-2262,C00841-K1
CC-2263,C13404-K1
CC-2264,C06744-K2
CC-2265,C02456-K1
CC-2266,C07872-K2
CC-2267,C10010-K1
CC-2268,C10526-K1
CC-2269,C07180-K1
CC-2270,C05871-K1
CC-2271,C09657-K2
CC-2272,C07990-K1
CC-2273,C12028-K2
CC-2274,C08943-K2
CC-2275,C08632-K1
CC-2276,C07981-K1
CC-2277,C12265-K2
CC-2278,C12897-K1
CC-2279,C07648-K2
CC-2280,C01155-K2
CC-2281,C13254-K1
CC-2282,C12517-K2
CC-2283,C03696-K1
CC-2284,C07944-K1
CC-2285,C06036-K1
CC-2286,C00796-K1
CC-2287,C01333-K2
CC-2288,C07845-K2
CC-2289,C12900-K2
CC-2290,C03427-K2
CC-2291,C12061-K2
CC-2292,C11309-K1
CC-2293,C11257-K1
CC-2294,C09616-K1
CC-2295,C07293-K1
CC-2296,C10760-K2
CC-2297,C04834-K1
CC-2298,C11055-K1
CC-2299,C08831-K1
CC-2300,C02147-K2
CC-2301,C07855-K1
CC-2302,C09274-K1
CC-2303,C09471-K2
CC-2304,C07614-K2
CC-2305,C06779-K1
CC-2306,C05530-K2
CC-2307,C00294-K2
CC-2308,C06855-K1
CC-2309,C08256-K2
CC-2310,C01109-K2
CC-2311,C02139-K1
CC-2312,C11709-K2
CC-2313,C07841-K1
CC-2314,C07508-K2
CC-2315,C12251-K1
CC-2316,C11713-K1
CC-2317,C12111-K1
CC-2318,C10733-K1
CC-2319,C01563-K1
CC-2320,C02639-K1
CC-2321,C10898-K1
CC-2322,C11522-K2
CC-2323,C07562-K2
CC-2324,C07505-K1
CC-2325,C07743-K2
CC-2326,C09076-K1
CC-2327,C08945-K2
CC-2328,C06024-K1
CC-2329,C04775-K1
CC-2330,C10757-K2
CC-2331,C12717-K1
CC-2332,C08288-K1
CC-2333,C13147-K1
CC-2334,C04072-K2
CC-2335,C02780-K2
CC-2336,C03278-K2
CC-2337,C01982-K2
CC-2338,C00728-K2
CC-2339,C10879-K1
CC-2340,C04346-K2
CC-2341,C01685-K1
CC-2342,C06906-K1
CC-2343,C09800-K2
CC-2344,C06059-K2
CC-2345,C06630-K2
CC-2346,C08913-K2
CC-2347,C11539-K2
CC-2348,C09249-K1
CC-2349,C10399-K1
CC-2350,C12136-K2
CC-2351,C00768-K2
CC-2352,C06121-K2
CC-2353,C11413-K1
CC-2354,C11749-K1
CC-2355,C07194-K1
CC-2356,C09806-K1
CC-2357,C04965-K2
CC-2358,C03218-K2
CC-2359,C08989-K2
CC-2360,C10601-K1
CC-2361,C08072-K1
CC-2362,C10520-K1
CC-2363,C11597-K2
CC-2364,C07867-K2
CC-2365,C09803-K1
CC-2366,C01377-K1
CC-2367,C09149-K1
CC-2368,C01890-K1
CC-2369,C10906-K1
CC-2370,C05876-K2
CC-2371,C05957-K2
CC-2372,C09121-K1
CC-2373,C11496-K2
CC-2374,C04571-K2
CC-2375,C01104-K2
CC-2376,C03474-K1
CC-2377,C07523-K1
CC-2378,C01755-K2
CC-2379,C00513-K1
CC-2380,C00334-K1
CC-2381,C01116-K2
CC-2382,C02716-K2
CC-2383,C06962-K2
CC-2384,C03637-K1
CC-2385,C08281-K2
CC-2386,C06147-K2
CC-2387,C01730-K1
CC-2388,C04280-K1
CC-2389,C11958-K1
CC-2390,C04034-K2
CC-2391,C08597-K2
CC-2392,C07990-K1
CC-2393,C04597-K2
CC-2394,C08962-K2
CC-2395,C09657-K2
CC-2396,C02147-K2
CC-2397,C06269-K1
CC-2398,C13364-K1
CC-2399,C06026-K2
CC-2400,C02923-K1
CC-2401,C02810-K1
CC-2402,C02639-K1
CC-2403,C12983-K1
CC-2404,C07562-K2
CC-2405,C07919-K2
CC-2406,C11309-K1
CC-2407,C08014-K1
CC-2408,C12744-K1
CC-2409,C07212-K2
CC-2410,C07394-K1
CC-2411,C09855-K2
CC-2412,C10715-K2
CC-2413,C00942-K2
CC-2414,C04776-K1
CC-2415,C11509-K2
CC-2416,C07981-K1
CC-2417,C12897-K1
CC-2418,C06855-K1
CC-2419,C07925-K1
CC-2420,C05061-K1
CC-2421,C09876-K1
CC-2422,C09471-K2
CC-2423,C11031-K2
CC-2424,C03047-K2
CC-2425,C07969-K1
CC-2426,C02945-K1
CC-2427,C04024-K2
CC-2428,C13407-K1
CC-2429,C03872-K1
CC-2430,C09076-K1
CC-2431,C06190-K1
CC-2432,C02354-K2
CC-2433,C05967-K1
CC-2434,C11522-K2
CC-2435,C00889-K2
CC-2436,C03925-K1
CC-2437,C05381-K2
CC-2438,C10837-K2
CC-2439,C05704-K2
CC-2440,C03707-K1
CC-2441,C13227-K1
CC-2442,C02618-K2
CC-2443,C01765-K1
CC-2444,C05712-K1
CC-2445,C09246-K1
CC-2446,C01719-K1
CC-2447,C12265-K2
CC-2448,C11496-K2
CC-2449,C12690-K2
CC-2450,C00197-K1
CC-2451,C06744-K2
CC-2452,C00728-K2
CC-2453,C08450-K2
CC-2454,C13171-K2
CC-2455,C02177-K1
CC-2456,C09939-K1
CC-2457,C03950-K1
CC-2458,C13423-K1
CC-2459,C02342-K1
CC-2460,C06075-K1
CC-2461,C01138-K2
CC-2462,C04046-K2
CC-2463,C03786-K1
CC-2464,C09800-K2
CC-2465,C11844-K2
CC-2466,C09557-K1
CC-2467,C01721-K2
CC-2468,C13440-K2
CC-2469,C13119-K1
CC-2470,C07612-K1
CC-2471,C12705-K2
CC-2472,C11294-K2
CC-2473,C10016-K2
CC-2474,C06208-K1
CC-2475,C06663-K2
CC-2476,C07338-K1
CC-2477,C04542-K1
CC-2478,C10955-K2
CC-2479,C11964-K1
CC-2480,C04597-K2
CC-2481,C11919-K2
CC-2482,C05231-K1
CC-2483,C11000-K2
CC-2484,C00267-K1
CC-2485,C01755-K2
CC-2486,C11055-K1
CC-2487,C06228-K1
CC-2488,C09426-K1
CC-2489,C11847-K2
CC-2490,C04965-K2
CC-2491,C02897-K1
CC-2492,C02000-K2
CC-2493,C00952-K1
CC-2494,C06906-K1
CC-2495,C07518-K2
CC-2496,C00094-K3
CC-2497,C11187-K1
CC-2498,C11500-K1
CC-2499,C05678-K1
CC-2500,C08391-K2
CC-2501,C08489-K2
CC-2502,C05245-K2
CC-2503,C04108-K2
CC-2504,C12385-K1
CC-2505,C06630-K2
CC-2506,C00294-K2
CC-2507,C02320-K2
CC-2508,C10559-K1
CC-2509,C01339-K1
CC-2510,C07841-K1
CC-2511,C06130-K1
CC-2512,C12982-K1
CC-2513,C13407-K1
CC-2514,C01627-K1
CC-2515,C07648-K2
CC-2516,C06942-K2
CC-2517,C06940-K1
CC-2518,C09698-K1
CC-2519,C03019-K2
CC-2520,C09241-K2
CC-2521,C09803-K1
CC-2522,C11842-K1
CC-2523,C10553-K1
CC-2524,C05029-K1
CC-2525,C09657-K2
CC-2526,C06962-K2
CC-2527,C10752-K1
CC-2528,C12900-K2
CC-2529,C05127-K1
CC-2530,C11522-K2
CC-2531,C02330-K1
CC-2532,C08943-K2
CC-2533,C12991-K1
CC-2534,C02902-K2
CC-2535,C10422-K2
CC-2536,C11539-K2
CC-2537,C12295-K2
CC-2538,C01982-K2
CC-2539,C06220-K1
CC-2540,C03095-K2
CC-2541,C07212-K2
CC-2542,C11475-K1
CC-2543,C03738-K2
CC-2544,C01350-K1
CC-2545,C02545-K2
CC-2546,C08945-K2
CC-2547,C11444-K1
CC-2548,C00768-K2
CC-2549,C09471-K2
CC-2550,C06024-K1
CC-2551,C12680-K1
CC-2552,C10010-K1
CC-2553,C01377-K1
CC-2554,C03125-K2
CC-2555,C08944-K1
CC-2556,C00969-K2
CC-2557,C02902-K2
CC-2558,C00368-K1
CC-2559,C03708-K2
CC-2560,C05381-K2
CC-2561,C12897-K1
CC-2562,C04727-K2
CC-2563,C06991-K1
CC-2564,C09149-K1
CC-2565,C09933-K2
CC-2566,C08953-K1
CC-2567,C08196-K1
CC-2568,C11381-K2
CC-2569,C11413-K1
CC-2570,C13372-K1
CC-2571,C09557-K1
CC-2572,C11309-K1
CC-2573,C09354-K1
CC-2574,C01149-K1
CC-2575,C06464-K1
CC-2576,C01116-K2
CC-2577,C11472-K1
CC-2578,C03474-K1
CC-2579,C08281-K2
CC-2580,C09274-K1
CC-2581,C04776-K1
CC-2582,C13081-K1
CC-2583,C08206-K2
CC-2584,C08918-K2
CC-2585,C12517-K2
CC-2586,C06855-K1
CC-2587,C00728-K2
CC-2588,C07185-K2
CC-2589,C02354-K2
CC-2590,C07562-K2
CC-2591,C11633-K1
CC-2592,C03285-K2
CC-2593,C04597-K2
CC-2594,C00637-K1
CC-2595,C00426-K2
CC-2596,C09301-K2
CC-2597,C12991-K1
CC-2598,C04386-K1
CC-2599,C05369-K1
CC-2600,C07614-K2
CC-2601,C12111-K1
CC-2602,C04072-K2
CC-2603,C02147-K2
CC-2604,C09337-K1
CC-2605,C02181-K2
CC-2606,C04965-K2
CC-2607,C06663-K2
CC-2608,C09868-K1
CC-2609,C08256-K2
CC-2610,C01269-K1
CC-2611,C12942-K2
CC-2612,C00400-K1
CC-2613,C09983-K1
CC-2614,C07792-K1
CC-2615,C07638-K1
CC-2616,C10306-K1
CC-2617,C11158-K1
CC-2618,C10381-K1
CC-2619,C01966-K1
CC-2620,C10390-K1
CC-2621,C01109-K2
CC-2622,C02250-K2
CC-2623,C01489-K1
CC-2624,C01828-K2
CC-2625,C00889-K2
CC-2626,C01525-K2
CC-2627,C06437-K1
CC-2628,C10349-K1
CC-2629,C07518-K2
CC-2630,C07879-K1
CC-2631,C04587-K1
CC-2632,C11842-K1
CC-2633,C11597-K2
CC-2634,C05381-K2
CC-2635,C00750-K2
CC-2636,C00114-K1
CC-2637,C11595-K1
CC-2638,C07354-K2
CC-2639,C05445-K1
CC-2640,C03040-K2
CC-2641,C02653-K1
CC-2642,C01089-K1
CC-2643,C05307-K2
CC-2644,C03786-K1
CC-2645,C11143-K1
CC-2646,C09657-K2
CC-2647,C08478-K1
CC-2648,C01363-K1
CC-2649,C03528-K1
CC-2650,C06940-K1
CC-2651,C05153-K1
CC-2652,C11201-K1
CC-2653,C04446-K1
CC-2654,C09530-K1
CC-2655,C12492-K1
CC-2656,C02502-K2
CC-2657,C12036-K2
CC-2658,C04024-K2
CC-2659,C03341-K2
CC-2660,C07338-K1
CC-2661,C08918-K2
CC-2662,C04776-K1
CC-2663,C12987-K1
CC-2664,C02231-K1
CC-2665,C12028-K2
CC-2666,C03856-K1
CC-2667,C07204-K1
CC-2668,C09601-K1
CC-2669,C03363-K2
CC-2670,C01909-K2
CC-2671,C07794-K1
CC-2672,C10308-K1
CC-2673,C11923-K2
CC-2674,C05061-K1
CC-2675,C09791-K1
CC-2676,C05868-K1
CC-2677,C04105-K2
CC-2678,C04571-K2
CC-2679,C10127-K2
CC-2680,C00466-K1
CC-2681,C01154-K1
CC-2682,C01109-K2
CC-2683,C09274-K1
CC-2684,C01656-K1
CC-2685,C01035-K1
CC-2686,C01618-K2
CC-2687,C06836-K1
CC-2688,C12744-K1
CC-2689,C09735-K1
CC-2690,C11464-K2
CC-2691,C11000-K2
CC-2692,C11747-K1
CC-2693,C10026-K1
CC-2694,C01521-K2
CC-2695,C00773-K2
CC-2696,C04352-K1
CC-2697,C02902-K2
CC-2698,C00952-K1
CC-2699,C11919-K2
CC-2700,C05359-K1
CC-2701,C12598-K2
CC-2702,C10559-K1
CC-2703,C00094-K3
CC-2704,C08945-K2
CC-2705,C09885-K1
CC-2706,C04004-K1
CC-2707,C08391-K2
CC-2708,C02949-K1
CC-2709,C07076-K1
CC-2710,C11871-K1
CC-2711,C07185-K2
CC-2712,C12680-K1
CC-2713,C02716-K2
CC-2714,C07867-K2
CC-2715,C10421-K1
CC-2716,C13171-K2
CC-2717,C02923-K1
CC-2718,C08831-K1
CC-2719,C07981-K1
CC-2720,C04294-K1
CC-2721,C11509-K2
CC-2722,C08635-K1
CC-2723,C02513-K1
CC-2724,C10955-K2
CC-2725,C06750-K1
CC-2726,C03474-K1
CC-2727,C12634-K1
CC-2728,C06660-K1
CC-2729,C00294-K2
CC-2730,C13147-K1
CC-2731,C05423-K1
CC-2732,C06899-K1
CC-2733,C01525-K2
CC-2734,C01996-K2
CC-2735,C10285-K1
CC-2736,C04108-K2
CC-2737,C07513-K1
CC-2738,C04965-K2
CC-2739,C04537-K1
CC-2740,C00681-K1
CC-2741,C04938-K1
CC-2742,C12680-K1
CC-2743,C03708-K2
CC-2744,C00059-K2
CC-2745,C09490-K2
CC-2746,C11844-K2
CC-2747,C05470-K1
CC-2748,C09420-K2
CC-2749,C10287-K1
CC-2750,C07220-K1
CC-2751,C09939-K1
CC-2752,C11970-K1
CC-2753,C11388-K1
CC-2754,C02502-K2
CC-2755,C02609-K1
CC-2756,C06437-K1
CC-2757,C05958-K1
CC-2758,C10127-K2
CC-2759,C08014-K1
CC-2760,C05245-K2
CC-2761,C04034-K2
CC-2762,C06962-K2
CC-2763,C02079-K1
CC-2764,C02320-K2
CC-2765,C12987-K1
CC-2766,C09529-K1
CC-2767,C11929-K2
CC-2768,C02963-K1
CC-2769,C10508-K1
CC-2770,C09800-K2
CC-2771,C03047-K2
CC-2772,C04105-K2
CC-2773,C08807-K1
CC-2774,C00768-K2
CC-2775,C08391-K2
CC-2776,C07267-K1
CC-2777,C02181-K2
CC-2778,C03231-K2
CC-2779,C01002-K1
CC-2780,C02031-K1
CC-2781,C04196-K2
CC-2782,C03040-K2
CC-2783,C01109-K2
CC-2784,C12942-K2
CC-2785,C00942-K2
CC-2786,C07858-K2
CC-2787,C12166-K2
CC-2788,C11188-K1
CC-2789,C09354-K1
CC-2790,C12811-K1
CC-2791,C10957-K2
CC-2792,C04046-K2
CC-2793,C08913-K2
CC-2794,C01063-K2
CC-2795,C11539-K2
CC-2796,C09791-K1
CC-2797,C02147-K2
CC-2798,C03967-K1
CC-2799,C11923-K2
CC-2800,C06224-K2
CC-2801,C12897-K1
CC-2802,C12574-K1
CC-2803,C13423-K1
CC-2804,C00693-K1
CC-2805,C04962-K2
CC-2806,C12258-K2
CC-2807,C06220-K1
CC-2808,C02949-K1
CC-2809,C08834-K1
CC-2810,C13374-K1
CC-2811,C03906-K1
CC-2812,C10010-K1
CC-2813,C07508-K2
CC-2814,C02326-K1
CC-2815,C11919-K2
CC-2816,C08450-K2
CC-2817,C08623-K2
CC-2818,C01996-K2
CC-2819,C04346-K2
CC-2820,C13447-K1
CC-2821,C05381-K2
CC-2822,C09582-K1
CC-2823,C03125-K2
CC-2824,C10456-K1
CC-2825,C03019-K2
CC-2826,C11509-K2
CC-2827,C07434-K1
CC-2828,C01104-K2
CC-2829,C01614-K1
CC-2830,C09251-K1
CC-2831,C01909-K2
CC-2832,C06906-K1
CC-2833,C04332-K1
CC-2834,C09933-K2
CC-2835,C03738-K2
CC-2836,C06851-K1
CC-2837,C05786-K2
CC-2838,C04597-K2
CC-2839,C04118-K2
CC-2840,C10955-K2
CC-2841,C03218-K2
CC-2842,C06940-K1
CC-2843,C08348-K1
CC-2844,C08962-K2
CC-2845,C08206-K2
CC-2846,C11873-K2
CC-2847,C08578-K1
CC-2848,C12044-K1
CC-2849,C00294-K2
CC-2850,C09872-K1
CC-2851,C08250-K1
CC-2852,C07855-K1
CC-2853,C01155-K2
CC-2854,C07185-K2
CC-2855,C12634-K1
CC-2856,C01333-K2
CC-2857,C02923-K1
CC-2858,C00059-K2
CC-2859,C12690-K2
CC-2860,C07987-K2
CC-2861,C00889-K2
CC-2862,C06630-K2
CC-2863,C09735-K1
CC-2864,C01638-K1
CC-2865,C00750-K2
CC-2866,C05509-K1
CC-2867,C06800-K1
CC-2868,C04828-K2
CC-2869,C02502-K2
CC-2870,C02250-K2
CC-2871,C00329-K2
CC-2872,C06464-K1
CC-2873,C02284-K1
CC-2874,C07648-K2
CC-2875,C01400-K1
CC-2876,C00137-K1
CC-2877,C03904-K1
CC-2878,C05611-K1
CC-2879,C01755-K2
CC-2880,C00149-K1
CC-2881,C11844-K2
CC-2882,C06682-K1
CC-2883,C05307-K2
CC-2884,C10599-K1
CC-2885,C10010-K1
CC-2886,C13147-K1
CC-2887,C11309-K1
CC-2888,C04146-K1
CC-2889,C03992-K2
CC-2890,C11444-K1
CC-2891,C02639-K1
CC-2892,C00728-K2
CC-2893,C04361-K2
CC-2894,C06208-K1
CC-2895,C11388-K1
CC-2896,C04248-K2
CC-2897,C12982-K1
CC-2898,C10837-K2
CC-2899,C04744-K1
CC-2900,C04046-K2
CC-2901,C12598-K2
CC-2902,C04450-K1
CC-2903,C04965-K2
CC-2904,C07347-K1
CC-2905,C02181-K2
CC-2906,C08482-K1
CC-2907,C09231-K1
CC-2908,C11642-K1
CC-2909,C04004-K1
CC-2910,C12897-K1
CC-2911,C06514-K1
CC-2912,C06167-K1
CC-2913,C00337-K1
CC-2914,C00978-K1
CC-2915,C09241-K2
CC-2916,C11539-K2
CC-2917,C12785-K2
CC-2918,C12267-K2
CC-2919,C06962-K2
CC-2920,C06130-K1
CC-2921,C12111-K1
CC-2922,C13372-K1
CC-2923,C00088-K1
CC-2924,C11464-K2
CC-2925,C03630-K1
CC-2926,C09666-K2
CC-2927,C09800-K2
CC-2928,C08962-K2
CC-2929,C11348-K1
CC-2930,C06929-K1
CC-2931,C04386-K1
CC-2932,C03575-K2
CC-2933,C08841-K1
CC-2934,C09791-K1
CC-2935,C08623-K2
CC-2936,C11937-K1
CC-2937,C01138-K2
CC-2938,C05942-K1
CC-2939,C02393-K2
CC-2940,C04108-K2
CC-2941,C05127-K1
CC-2942,C04105-K2
CC-2943,C06855-K1
CC-2944,C06075-K1
CC-2945,C11000-K2
CC-2946,C11227-K2
CC-2947,C02902-K2
CC-2948,C06175-K1
CC-2949,C05245-K2
CC-2950,C05314-K1
CC-2951,C02000-K2
CC-2952,C02573-K2
CC-2953,C13122-K1
CC-2954,C02480-K1
CC-2955,C03474-K1
CC-2956,C12060-K1
CC-2957,C05736-K1
CC-2958,C13407-K1
CC-2959,C10948-K1
CC-2960,C10678-K1
CC-2961,C11919-K2
CC-2962,C09806-K1
CC-2963,C01119-K2
CC-2964,C12382-K1
CC-2965,C11847-K2
CC-2966,C12552-K1
CC-2967,C11873-K2
CC-2968,C04601-K2
CC-2969,C00835-K1
CC-2970,C03047-K2
CC-2971,C09998-K1
CC-2972,C00405-K1
CC-2973,C02334-K1
CC-2974,C11543-K2
CC-2975,C03786-K1
CC-2976,C08989-K2
CC-2977,C07612-K1
CC-2978,C08842-K2
CC-2979,C01966-K1
CC-2980,C07295-K1
CC-2981,C12966-K1
CC-2982,C04778-K1
CC-2983,C02181-K2
CC-2984,C11807-K1
CC-2985,C06617-K1
CC-2986,C09933-K2
CC-2987,C13081-K1
CC-2988,C04282-K1
CC-2989,C07840-K1
CC-2990,C05140-K1
CC-2991,C12517-K2
CC-2992,C06979-K1
CC-2993,C12655-K1
CC-2994,C04348-K1
CC-2995,C02320-K2
CC-2996,C01525-K2
CC-2997,C02147-K2
CC-2998,C03278-K2
CC-2999,C03651-K2
CC-3000,C10745-K1
CC-3001,C07162-K1
CC-3002,C03738-K2
CC-3003,C03539-K1
CC-3004,C12274-K1
CC-3005,C08913-K2
CC-3006,C08256-K2
CC-3007,C02502-K2
CC-3008,C07638-K1
CC-3009,C07400-K2
CC-3010,C00329-K2
CC-3011,C04280-K1
CC-3012,C11844-K2
CC-3013,C08495-K1
CC-3014,C11309-K1
CC-3015,C01982-K2
CC-3016,C04313-K1
CC-3017,C00953-K1
CC-3018,C05125-K1
CC-3019,C12982-K1
CC-3020,C06443-K1
CC-3021,C09301-K2
CC-3022,C09241-K2
CC-3023,C06031-K2
CC-3024,C03341-K2
CC-3025,C12012-K1
CC-3026,C03381-K1
CC-3027,C02035-K1
CC-3028,C02573-K2
CC-3029,C09246-K1
CC-3030,C07469-K1
CC-3031,C08945-K2
CC-3032,C07149-K2
CC-3033,C08943-K2
CC-3034,C12509-K2
CC-3035,C09733-K1
CC-3036,C05292-K1
CC-3037,C07044-K1
CC-3038,C02456-K1
CC-3039,C11923-K2
CC-3040,C06464-K1
CC-3041,C10328-K1
CC-3042,C01002-K1
CC-3043,C03504-K1
CC-3044,C04844-K1
CC-3045,C01138-K2
CC-3046,C12136-K2
CC-3047,C05704-K2
CC-3048,C00782-K1
CC-3049,C13504-K1
CC-3050,C09631-K1
CC-3051,C00728-K2
CC-3052,C02000-K2
CC-3053,C12397-K1
CC-3054,C09657-K2
CC-3055,C01155-K2
CC-3056,C08477-K1
CC-3057,C01521-K2
CC-3058,C00331-K1
CC-3059,C12097-K1
CC-3060,C13364-K1
CC-3061,C07646-K2
CC-3062,C07673-K1
CC-3063,C12166-K2
CC-3064,C04933-K1
CC-3065,C01982-K2
CC-3066,C00235-K2
CC-3067,C00889-K2
CC-3068,C00795-K1
CC-3069,C07073-K1
CC-3070,C02949-K1
CC-3071,C05289-K2
CC-3072,C06657-K1
CC-3073,C10837-K2
CC-3074,C09696-K1
CC-3075,C04034-K2
CC-3076,C12811-K1
CC-3077,C04865-K1
CC-3078,C04210-K1
CC-3079,C13171-K2
CC-3080,C09791-K1
CC-3081,C09363-K2
CC-3082,C03598-K2
CC-3083,C11031-K2
CC-3084,C12680-K1
CC-3085,C02354-K2
CC-3086,C13372-K1
CC-3087,C05519-K2
CC-3088,C05245-K2
CC-3089,C06942-K2
CC-3090,C10742-K1
CC-3091,C02782-K2
CC-3092,C02371-K2
CC-3093,C00854-K2
CC-3094,C01010-K1
CC-3095,C05426-K1
CC-3096,C12815-K1
CC-3097,C01377-K1
CC-3098,C02513-K1
CC-3099,C11787-K1
CC-3100,C06744-K2
CC-3101,C08206-K2
CC-3102,C06811-K1
CC-3103,C10344-K2
CC-3104,C10016-K2
CC-3105,C07215-K1
CC-3106,C05572-K1
CC-3107,C12966-K1
CC-3108,C11522-K2
CC-3109,C07614-K2
CC-3110,C07981-K1
CC-3111,C06630-K2
CC-3112,C07925-K1
CC-3113,C06962-K2
CC-3114,C01864-K1
CC-3115,C02181-K2
CC-3116,C00693-K1
CC-3117,C03019-K2
CC-3118,C09902-K2
CC-3119,C11597-K2
CC-3120,C02545-K2
CC-3121,C04828-K2
CC-3122,C04172-K2
CC-3123,C04597-K2
CC-3124,C04588-K1
CC-3125,C06362-K1
CC-3126,C12028-K2
CC-3127,C03278-K2
CC-3128,C02809-K2
CC-3129,C03351-K2
CC-3130,C02195-K1
CC-3131,C00728-K2
CC-3132,C04108-K2
CC-3133,C12942-K2
CC-3134,C05307-K2
CC-3135,C13227-K1
CC-3136,C09933-K2
CC-3137,C07508-K2
CC-3138,C02250-K2
CC-3139,C04034-K2
CC-3140,C13081-K1
CC-3141,C11201-K1
CC-3142,C13407-K1
CC-3143,C07571-K1
CC-3144,C12111-K1
CC-3145,C03341-K2
CC-3146,C11388-K1
CC-3147,C11464-K2
CC-3148,C11859-K1
CC-3149,C09657-K2
CC-3150,C00750-K2
CC-3151,C06855-K1
CC-3152,C05786-K2
CC-3153,C12144-K2
CC-3154,C07518-K2
CC-3155,C09241-K2
CC-3156,C03975-K1
CC-3157,C11444-K1
CC-3158,C08281-K2
CC-3159,C06464-K1
CC-3160,C07073-K1
CC-3161,C05243-K1
CC-3162,C02716-K2
CC-3163,C09848-K2
CC-3164,C01109-K2
CC-3165,C11919-K2
CC-3166,C01333-K2
CC-3167,C09301-K2
CC-3168,C05276-K2
CC-3169,C11682-K1
CC-3170,C07648-K2
CC-3171,C05212-K2
CC-3172,C11847-K2
CC-3173,C05678-K1
CC-3174,C06744-K2
CC-3175,C00952-K1
CC-3176,C11958-K1
CC-3177,C11227-K2
CC-3178,C03095-K2
CC-3179,C09735-K1
CC-3180,C05690-K1
CC-3181,C07638-K1
CC-3182,C09443-K1
CC-3183,C03218-K2
CC-3184,C03060-K1
CC-3185,C10852-K1
CC-3186,C00889-K2
CC-3187,C01010-K1
CC-3188,C11309-K1
CC-3189,C01155-K2
CC-3190,C00978-K1
CC-3191,C01116-K2
CC-3192,C09394-K1
CC-3193,C03277-K1
CC-3194,C13060-K1
CC-3195,C03856-K1
CC-3196,C09438-K1
CC-3197,C07612-K1
CC-3198,C01525-K2
CC-3199,C04434-K1
CC-3200,C05382-K1
CC-3201,C10837-K2
CC-3202,C03685-K2
CC-3203,C10507-K2
CC-3204,C13012-K1
CC-3205,C06940-K1
CC-3206,C11923-K2
CC-3207,C13440-K2
CC-3208,C07149-K2
CC-3209,C11844-K2
CC-3210,C12230-K1
CC-3211,C07356-K1
CC-3212,C07867-K2
CC-3213,C05560-K2
CC-3214,C06437-K1
CC-3215,C01070-K1
CC-3216,C07671-K2
CC-3217,C13414-K1
CC-3218,C11005-K1
CC-3219,C03738-K2
CC-3220,C08494-K1
CC-3221,C05031-K2
CC-3222,C08206-K2
CC-3223,C01812-K1
CC-3224,C08450-K2
CC-3225,C02089-K1
CC-3226,C01119-K2
CC-3227,C08831-K1
