case_id,outcome,pattern,exposure_usd,opened_at,closed_at,analyst_notes
CC-3446,confirmed_fraud,card_not_present_fraud,40.14,2016-09-14 00:29:57,2016-09-19 22:29:57,Case CC-3446: cardholder C00938 reported unrecognized activity on card C00938-K1. 4 transaction(s) between 2016-09-13 and 2016-09-13 totaling $40.14 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-3447,confirmed_fraud,card_not_present_new_device,30.11,2016-09-14 01:43:07,2016-09-19 12:43:07,"Case CC-3447: cardholder C06962 reported unrecognized activity on card C06962-K2. 2 transaction(s) between 2016-09-11 and 2016-09-13 totaling $30.11 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3448,confirmed_fraud,card_not_present_new_device,974.94,2016-09-14 01:49:01,2016-09-15 02:49:01,"Case CC-3448: cardholder C11388 reported unrecognized activity on card C11388-K1. 10 transaction(s) between 2016-09-11 and 2016-09-13 totaling $974.94 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed."
CC-3449,confirmed_fraud,out_of_region_use,585.23,2016-09-14 01:59:32,2016-09-15 22:59:32,"Case CC-3449: cardholder C02250 reported unrecognized activity on card C02250-K2. 5 transaction(s) between 2016-09-11 and 2016-09-12 totaling $585.23 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-3450,confirmed_fraud,card_not_present_new_device,510.74,2016-09-14 02:15:48,2016-09-18 23:15:48,"Case CC-3450: cardholder C06630 reported unrecognized activity on card C06630-K2. 6 transaction(s) between 2016-09-11 and 2016-09-12 totaling $510.74 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed."
CC-3451,confirmed_fraud,out_of_region_use,44.51,2016-09-14 02:46:06,2016-09-19 00:46:06,"Case CC-3451: cardholder C11031 reported unrecognized activity on card C11031-K2. 1 transaction(s) between 2016-09-14 and 2016-09-14 totaling $44.51 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-3452,confirmed_fraud,card_not_present_new_device,277.33,2016-09-14 03:07:55,2016-09-15 03:07:55,"Case CC-3452: cardholder C02715 reported unrecognized activity on card C02715-K1. 3 transaction(s) between 2016-09-13 and 2016-09-13 totaling $277.33 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Moto E (4) Build/NMA26.42-69 on chrome generic. Card blocked and reissued. Customer reimbursed."
CC-3453,confirmed_fraud,account_takeover,225.94,2016-09-14 03:19:26,2016-09-18 21:19:26,Case CC-3453: cardholder C09799 reported unrecognized activity on card C09799-K1. 1 transaction(s) between 2016-09-12 and 2016-09-12 totaling $225.94 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-3454,confirmed_fraud,card_not_present_fraud,300.05,2016-09-14 04:24:54,2016-09-17 19:24:54,Case CC-3454: cardholder C02231 reported unrecognized activity on card C02231-K1. 1 transaction(s) between 2016-09-13 and 2016-09-13 totaling $300.05 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a SAMSUNG SM-G955U Build/NRD90M on samsung browser 6.2. Card blocked and reissued. Customer reimbursed.
CC-3455,confirmed_fraud,card_not_present_fraud,274.97,2016-09-14 04:32:28,2016-09-16 21:32:28,Case CC-3455: cardholder C11398 reported unrecognized activity on card C11398-K1. 1 transaction(s) between 2016-09-13 and 2016-09-13 totaling $274.97 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a VS425PP Build/LMY47V on chrome 50.0 for android. Card blocked and reissued. Customer reimbursed.
CC-3456,confirmed_fraud,account_takeover,59.06,2016-09-14 04:57:38,2016-09-19 15:57:38,Case CC-3456: cardholder C13354 reported unrecognized activity on card C13354-K2. 1 transaction(s) between 2016-09-13 and 2016-09-13 totaling $59.06 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-3457,confirmed_fraud,out_of_region_use,670.11,2016-09-14 05:11:50,2016-09-17 18:11:50,"Case CC-3457: cardholder C04844 reported unrecognized activity on card C04844-K1. 2 transaction(s) between 2016-09-13 and 2016-09-13 totaling $670.11 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-3458,cleared,none,0.00,2016-09-14 08:24:21,2016-09-15 00:24:21,"Case CC-3458: model scored a $1,308.45 transaction at 0.92. Cardholder confirmed travel to the billing region in question. Alert cleared."
CC-3459,confirmed_fraud,account_takeover,171.85,2016-09-14 08:44:21,2016-09-18 00:44:21,Case CC-3459: cardholder C13389 reported unrecognized activity on card C13389-K1. 2 transaction(s) between 2016-09-13 and 2016-09-14 totaling $171.85 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-3460,confirmed_fraud,card_not_present_new_device,89.02,2016-09-14 08:48:22,2016-09-18 02:48:22,"Case CC-3460: cardholder C13349 reported unrecognized activity on card C13349-K2. 2 transaction(s) between 2016-09-13 and 2016-09-14 totaling $89.02 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 64.0. Card blocked and reissued. Customer reimbursed."
CC-3461,confirmed_fraud,card_not_present_new_device,1559.94,2016-09-14 08:54:50,2016-09-17 04:54:50,"Case CC-3461: cardholder C12509 reported unrecognized activity on card C12509-K2. 17 transaction(s) between 2016-09-07 and 2016-09-14 totaling $1,559.94 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed."
CC-3462,confirmed_fraud,account_takeover,87.08,2016-09-14 08:57:37,2016-09-18 14:57:37,Case CC-3462: cardholder C13081 reported unrecognized activity on card C13081-K1. 1 transaction(s) between 2016-09-13 and 2016-09-13 totaling $87.08 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-3463,cleared,none,0.00,2016-09-14 09:14:34,2016-09-15 06:14:34,Case CC-3463: model scored a $20.06 transaction at 0.93. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-3464,confirmed_fraud,card_not_present_new_device,249.93,2016-09-14 09:14:48,2016-09-19 19:14:48,"Case CC-3464: cardholder C00889 reported unrecognized activity on card C00889-K2. 2 transaction(s) between 2016-09-13 and 2016-09-13 totaling $249.93 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed."
CC-3465,cleared,none,0.00,2016-09-14 09:32:53,2016-09-17 03:32:53,Case CC-3465: model scored a $19.32 transaction at 0.88. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.
CC-3466,confirmed_fraud,card_not_present_new_device,200.05,2016-09-14 09:33:00,2016-09-18 14:33:00,"Case CC-3466: cardholder C05560 reported unrecognized activity on card C05560-K2. 1 transaction(s) between 2016-09-13 and 2016-09-13 totaling $200.05 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed."
CC-3467,confirmed_fraud,account_takeover,117.98,2016-09-14 09:43:54,2016-09-19 05:43:54,Case CC-3467: cardholder C07518 reported unrecognized activity on card C07518-K2. 2 transaction(s) between 2016-09-14 and 2016-09-14 totaling $117.98 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-3468,confirmed_fraud,out_of_region_use,311.89,2016-09-14 10:09:34,2016-09-17 02:09:34,"Case CC-3468: cardholder C10553 reported unrecognized activity on card C10553-K1. 1 transaction(s) between 2016-09-14 and 2016-09-14 totaling $311.89 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-3469,confirmed_fraud,account_takeover,602.80,2016-09-14 10:57:08,2016-09-15 14:57:08,Case CC-3469: cardholder C11522 reported unrecognized activity on card C11522-K2. 4 transaction(s) between 2016-09-11 and 2016-09-13 totaling $602.80 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a MacOS on chrome 63.0. Card blocked and reissued. Customer reimbursed.
CC-3470,confirmed_fraud,account_takeover,1417.17,2016-09-14 11:42:58,2016-09-18 15:42:58,"Case CC-3470: cardholder C00750 reported unrecognized activity on card C00750-K2. 12 transaction(s) between 2016-09-08 and 2016-09-13 totaling $1,417.17 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a Pixel Build/OPM1.171019.016 on chrome 64.0 for android. Card blocked and reissued. Customer reimbursed."
CC-3471,confirmed_fraud,card_not_present_new_device,433.88,2016-09-14 12:14:18,2016-09-17 07:14:18,"Case CC-3471: cardholder C06988 reported unrecognized activity on card C06988-K1. 5 transaction(s) between 2016-09-13 and 2016-09-13 totaling $433.88 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed."
CC-3472,confirmed_fraud,card_not_present_fraud,275.06,2016-09-14 15:26:39,2016-09-16 21:26:39,Case CC-3472: cardholder C01109 reported unrecognized activity on card C01109-K2. 1 transaction(s) between 2016-09-13 and 2016-09-13 totaling $275.06 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a VS425PP Build/LMY47V on chrome 50.0 for android. Card blocked and reissued. Customer reimbursed.
CC-3473,confirmed_fraud,card_not_present_new_device,449.99,2016-09-14 15:28:16,2016-09-15 09:28:16,"Case CC-3473: cardholder C05245 reported unrecognized activity on card C05245-K2. 1 transaction(s) between 2016-09-13 and 2016-09-13 totaling $449.99 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a rv:58.0 on firefox. Card blocked and reissued. Customer reimbursed."
CC-3474,confirmed_fraud,account_takeover,30.99,2016-09-14 15:29:23,2016-09-17 13:29:23,Case CC-3474: cardholder C00728 reported unrecognized activity on card C00728-K2. 1 transaction(s) between 2016-09-13 and 2016-09-13 totaling $30.99 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-3475,cleared,none,0.00,2016-09-14 15:59:09,2016-09-15 14:59:09,Case CC-3475: model scored a $15.05 transaction at 0.85. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-3476,confirmed_fraud,out_of_region_use,146.77,2016-09-14 17:18:04,2016-09-17 11:18:04,"Case CC-3476: cardholder C01982 reported unrecognized activity on card C01982-K2. 3 transaction(s) between 2016-09-13 and 2016-09-13 totaling $146.77 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-3477,confirmed_fraud,account_takeover,468.13,2016-09-14 17:44:29,2016-09-19 17:44:29,Case CC-3477: cardholder C01910 reported unrecognized activity on card C01910-K1. 4 transaction(s) between 2016-09-13 and 2016-09-13 totaling $468.13 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-3478,confirmed_fraud,card_not_present_new_device,16.36,2016-09-14 17:56:31,2016-09-16 01:56:31,"Case CC-3478: cardholder C11642 reported unrecognized activity on card C11642-K1. 1 transaction(s) between 2016-09-14 and 2016-09-14 totaling $16.36 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed."
CC-3479,confirmed_fraud,card_not_present_new_device,150.06,2016-09-14 19:48:35,2016-09-19 02:48:35,"Case CC-3479: cardholder C10149 reported unrecognized activity on card C10149-K1. 1 transaction(s) between 2016-09-14 and 2016-09-14 totaling $150.06 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed."
CC-3480,confirmed_fraud,out_of_region_use,225.96,2016-09-14 19:50:24,2016-09-17 21:50:24,"Case CC-3480: cardholder C08256 reported unrecognized activity on card C08256-K2. 1 transaction(s) between 2016-09-13 and 2016-09-13 totaling $225.96 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-3481,confirmed_fraud,out_of_region_use,142.05,2016-09-14 20:31:19,2016-09-19 02:31:19,"Case CC-3481: cardholder C10757 reported unrecognized activity on card C10757-K2. 1 transaction(s) between 2016-09-14 and 2016-09-14 totaling $142.05 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-3482,cleared,none,0.00,2016-09-14 22:15:59,2016-09-16 14:15:59,"Case CC-3482: model scored a $1,440.08 transaction at 0.97. Cardholder confirmed travel to the billing region in question. Alert cleared."
CC-3483,confirmed_fraud,card_not_present_fraud,231.98,2016-09-14 22:32:10,2016-09-16 22:32:10,Case CC-3483: cardholder C07981 reported unrecognized activity on card C07981-K1. 1 transaction(s) between 2016-09-13 and 2016-09-13 totaling $231.98 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-3484,cleared,none,0.00,2016-09-14 22:57:25,2016-09-17 20:57:25,Case CC-3484: model scored a $149.98 transaction at 0.86. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-3485,confirmed_fraud,card_not_present_fraud,174.91,2016-09-14 23:04:00,2016-09-18 22:04:00,Case CC-3485: cardholder C00930 reported unrecognized activity on card C00930-K1. 1 transaction(s) between 2016-09-13 and 2016-09-13 totaling $174.91 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.
CC-3486,confirmed_fraud,account_takeover,135.95,2016-09-14 23:45:35,2016-09-18 19:45:35,Case CC-3486: cardholder C05686 reported unrecognized activity on card C05686-K1. 2 transaction(s) between 2016-09-13 and 2016-09-14 totaling $135.95 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-3487,confirmed_fraud,out_of_region_use,261.93,2016-09-15 00:02:33,2016-09-19 02:02:33,"Case CC-3487: cardholder C04965 reported unrecognized activity on card C04965-K2. 1 transaction(s) between 2016-09-14 and 2016-09-14 totaling $261.93 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-3488,confirmed_fraud,card_not_present_fraud,63.31,2016-09-15 00:41:56,2016-09-19 17:41:56,Case CC-3488: cardholder C13414 reported unrecognized activity on card C13414-K1. 1 transaction(s) between 2016-09-14 and 2016-09-14 totaling $63.31 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a LG-K200 Build/MXB48T on chrome 64.0 for android. Card blocked and reissued. Customer reimbursed.
CC-3489,confirmed_fraud,card_not_present_fraud,302.59,2016-09-15 00:54:25,2016-09-16 15:54:25,Case CC-3489: cardholder C11000 reported unrecognized activity on card C11000-K2. 3 transaction(s) between 2016-09-13 and 2016-09-14 totaling $302.59 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a MacOS on chrome 64.0. Card blocked and reissued. Customer reimbursed.
CC-3490,confirmed_fraud,account_takeover,2160.85,2016-09-15 01:09:47,2016-09-18 17:09:47,"Case CC-3490: cardholder C12984 reported unrecognized activity on card C12984-K2. 3 transaction(s) between 2016-09-14 and 2016-09-14 totaling $2,160.85 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed."
CC-3491,confirmed_fraud,card_not_present_new_device,2327.32,2016-09-15 01:31:52,2016-09-16 23:31:52,"Case CC-3491: cardholder C07562 reported unrecognized activity on card C07562-K2. 51 transaction(s) between 2016-08-28 and 2016-09-13 totaling $2,327.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3492,confirmed_fraud,card_not_present_fraud,25.78,2016-09-15 01:37:56,2016-09-19 21:37:56,Case CC-3492: cardholder C01562 reported unrecognized activity on card C01562-K1. 1 transaction(s) between 2016-09-14 and 2016-09-14 totaling $25.78 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-3493,confirmed_fraud,account_takeover,2156.14,2016-09-15 01:51:47,2016-09-20 23:51:47,"Case CC-3493: cardholder C04185 reported unrecognized activity on card C04185-K2. 2 transaction(s) between 2016-09-14 and 2016-09-14 totaling $2,156.14 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed."
CC-3494,confirmed_fraud,out_of_region_use,323.70,2016-09-15 02:44:46,2016-09-19 20:44:46,"Case CC-3494: cardholder C04046 reported unrecognized activity on card C04046-K2. 3 transaction(s) between 2016-09-11 and 2016-09-13 totaling $323.70 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-3495,confirmed_fraud,account_takeover,285.07,2016-09-15 02:44:52,2016-09-17 21:44:52,Case CC-3495: cardholder C02796 reported unrecognized activity on card C02796-K1. 1 transaction(s) between 2016-09-13 and 2016-09-13 totaling $285.07 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-3496,confirmed_fraud,out_of_region_use,103.93,2016-09-15 02:46:07,2016-09-15 23:46:07,"Case CC-3496: cardholder C02502 reported unrecognized activity on card C02502-K2. 1 transaction(s) between 2016-09-13 and 2016-09-13 totaling $103.93 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-3497,confirmed_fraud,card_not_present_fraud,32.69,2016-09-15 02:47:05,2016-09-17 05:47:05,Case CC-3497: cardholder C02456 reported unrecognized activity on card C02456-K1. 1 transaction(s) between 2016-09-14 and 2016-09-14 totaling $32.69 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-3498,cleared,none,0.00,2016-09-15 03:01:11,2016-09-18 00:01:11,Case CC-3498: model scored a $13.76 transaction at 0.83. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.
CC-3499,confirmed_fraud,out_of_region_use,40.03,2016-09-15 03:29:45,2016-09-19 05:29:45,"Case CC-3499: cardholder C07648 reported unrecognized activity on card C07648-K2. 1 transaction(s) between 2016-09-14 and 2016-09-14 totaling $40.03 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-3500,confirmed_fraud,account_takeover,64.98,2016-09-15 03:32:41,2016-09-18 21:32:41,Case CC-3500: cardholder C08897 reported unrecognized activity on card C08897-K1. 1 transaction(s) between 2016-09-13 and 2016-09-13 totaling $64.98 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-3501,confirmed_fraud,card_not_present_new_device,1000.11,2016-09-15 04:11:36,2016-09-17 01:11:36,"Case CC-3501: cardholder C05704 reported unrecognized activity on card C05704-K2. 6 transaction(s) between 2016-09-14 and 2016-09-15 totaling $1,000.11 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed."
CC-3502,confirmed_fraud,out_of_region_use,43.98,2016-09-15 04:37:47,2016-09-19 23:37:47,"Case CC-3502: cardholder C08483 reported unrecognized activity on card C08483-K1. 1 transaction(s) between 2016-09-14 and 2016-09-14 totaling $43.98 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-3503,confirmed_fraud,card_not_present_new_device,21.47,2016-09-15 07:35:29,2016-09-19 03:35:29,"Case CC-3503: cardholder C08391 reported unrecognized activity on card C08391-K2. 1 transaction(s) between 2016-09-14 and 2016-09-14 totaling $21.47 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a SM-G531H Build/LMY48B on chrome 55.0 for android. Card blocked and reissued. Customer reimbursed."
CC-3504,confirmed_fraud,out_of_region_use,209.86,2016-09-15 09:06:17,2016-09-17 04:06:17,"Case CC-3504: cardholder C11294 reported unrecognized activity on card C11294-K2. 1 transaction(s) between 2016-09-15 and 2016-09-15 totaling $209.86 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-3505,confirmed_fraud,card_not_present_fraud,200.05,2016-09-15 09:10:48,2016-09-16 14:10:48,Case CC-3505: cardholder C07612 reported unrecognized activity on card C07612-K1. 1 transaction(s) between 2016-09-14 and 2016-09-14 totaling $200.05 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a SAMSUNG SM-G891A Build/NRD90M on samsung browser 5.4. Card blocked and reissued. Customer reimbursed.
CC-3506,cleared,none,0.00,2016-09-15 09:22:02,2016-09-16 02:22:02,Case CC-3506: model scored a $34.91 transaction at 0.89. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.
CC-3507,confirmed_fraud,out_of_region_use,50.04,2016-09-15 10:07:06,2016-09-20 12:07:06,"Case CC-3507: cardholder C06605 reported unrecognized activity on card C06605-K1. 1 transaction(s) between 2016-09-14 and 2016-09-14 totaling $50.04 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-3508,confirmed_fraud,out_of_region_use,177.83,2016-09-15 11:12:36,2016-09-19 07:12:36,"Case CC-3508: cardholder C03676 reported unrecognized activity on card C03676-K2. 4 transaction(s) between 2016-09-13 and 2016-09-14 totaling $177.83 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-3509,confirmed_fraud,card_not_present_fraud,200.04,2016-09-15 11:34:16,2016-09-20 19:34:16,Case CC-3509: cardholder C09573 reported unrecognized activity on card C09573-K1. 1 transaction(s) between 2016-09-14 and 2016-09-14 totaling $200.04 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 61.0. Card blocked and reissued. Customer reimbursed.
CC-3510,confirmed_fraud,card_not_present_fraud,18.41,2016-09-15 11:41:45,2016-09-19 18:41:45,Case CC-3510: cardholder C06940 reported unrecognized activity on card C06940-K1. 1 transaction(s) between 2016-09-14 and 2016-09-14 totaling $18.41 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-3511,confirmed_fraud,out_of_region_use,1785.47,2016-09-15 11:55:18,2016-09-19 06:55:18,"Case CC-3511: cardholder C11309 reported unrecognized activity on card C11309-K1. 14 transaction(s) between 2016-09-13 and 2016-09-15 totaling $1,785.47 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-3512,confirmed_fraud,account_takeover,49.07,2016-09-15 12:58:45,2016-09-21 02:58:45,Case CC-3512: cardholder C06835 reported unrecognized activity on card C06835-K2. 1 transaction(s) between 2016-09-15 and 2016-09-15 totaling $49.07 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-3513,confirmed_fraud,card_not_present_fraud,40.05,2016-09-15 13:01:16,2016-09-16 14:01:16,Case CC-3513: cardholder C04565 reported unrecognized activity on card C04565-K1. 1 transaction(s) between 2016-09-14 and 2016-09-14 totaling $40.05 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed.
CC-3514,confirmed_fraud,out_of_region_use,16607.15,2016-09-15 13:29:14,2016-09-19 16:29:14,"Case CC-3514: cardholder C08989 reported unrecognized activity on card C08989-K2. 24 transaction(s) between 2016-09-04 and 2016-09-14 totaling $16,607.15 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-3515,cleared,none,0.00,2016-09-15 14:58:08,2016-09-16 13:58:08,Case CC-3515: model scored a $100.01 transaction at 0.95. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-3516,confirmed_fraud,card_not_present_new_device,100.03,2016-09-15 15:14:36,2016-09-17 05:14:36,"Case CC-3516: cardholder C05585 reported unrecognized activity on card C05585-K1. 1 transaction(s) between 2016-09-15 and 2016-09-15 totaling $100.03 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed."
CC-3517,confirmed_fraud,card_not_present_fraud,14.12,2016-09-15 15:19:34,2016-09-19 18:19:34,Case CC-3517: cardholder C12966 reported unrecognized activity on card C12966-K1. 1 transaction(s) between 2016-09-14 and 2016-09-14 totaling $14.12 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-3518,confirmed_fraud,account_takeover,525.08,2016-09-15 16:23:38,2016-09-21 10:23:38,Case CC-3518: cardholder C04285 reported unrecognized activity on card C04285-K1. 1 transaction(s) between 2016-09-15 and 2016-09-15 totaling $525.08 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-3519,confirmed_fraud,card_not_present_new_device,14.22,2016-09-15 18:00:25,2016-09-21 04:00:25,"Case CC-3519: cardholder C10644 reported unrecognized activity on card C10644-K1. 1 transaction(s) between 2016-09-15 and 2016-09-15 totaling $14.22 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a 5012G Build/MRA58K on chrome 62.0 for android. Card blocked and reissued. Customer reimbursed."
CC-3520,cleared,none,0.00,2016-09-15 18:04:50,2016-09-18 16:04:50,Case CC-3520: model scored a $49.99 transaction at 0.87. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.
CC-3521,cleared,none,0.00,2016-09-15 19:15:19,2016-09-18 17:15:19,Case CC-3521: model scored a $50.06 transaction at 0.95. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-3522,confirmed_fraud,card_not_present_fraud,79.45,2016-09-15 19:23:57,2016-09-21 06:23:57,Case CC-3522: cardholder C09354 reported unrecognized activity on card C09354-K1. 2 transaction(s) between 2016-09-15 and 2016-09-15 totaling $79.45 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 64.0. Card blocked and reissued. Customer reimbursed.
