device_key,device_info,os,browser,screen,is_new_flag
b5cb619d3811,8050G Build/LMY47I,,chrome 63.0 for android,,Found
f305787c040d,H1711 Build/HUAWEIH1711,,chrome 64.0 for android,,Found
23a7ff1e18de,8050G Build/LMY47I,,chrome 63.0 for android,,Found
70ae298fa278,8050G Build/LMY47I,,chrome 63.0 for android,,Found
37d7ecdec1d1,8050G Build/LMY47I,,chrome 63.0 for android,,Found
8537ea875007,Windows,Windows 7,chrome 64.0,1366x768,Found
f6ebf14ac239,iOS Device,iOS 11.2.1,mobile safari generic,2001x1125,New
2d05288a3437,SAMSUNG SM-J327P Build/MMB29M,,samsung browser generic,,New
07f7995aebf6,Moto G Play Build/MPIS24.241-15.3-26,,chrome 64.0 for android,,New
09ba0203f9a0,BV7000,,android webview 4.0,,New
f9a2df5a3efa,SAMSUNG SM-J327P Build/MMB29M,,samsung browser generic,,Found
963a6f62028d,SM-G950U1 Build/NRD90M,Android 7.0,chrome 64.0 for android,2220x1080,Found
f13367bd3137,SM-G390F,,chrome 64.0 for android,,Found
fd6521bb394a,Blade V6 Plus Build/MRA58K,,chrome 64.0 for android,,New
47acda5955eb,LG-K530 Build/MMB29M,,chrome 63.0 for android,,New
90487120acbd,Build/OPR6.170623.013,,,,New
26d726266278,F8331,,chrome 64.0 for android,,Found
e9297c6caf8d,SM-A520W Build/NRD90M,,chrome 64.0 for android,,Found
14dd40d5aebd,SM-A520W Build/NRD90M,,chrome 64.0 for android,,Found
6e99a8a157f5,iOS Device,iOS 11.2.6,mobile safari generic,1334x750,New
ad85ff052f64,VS501 Build/NRD90U,Android 7.0,chrome 64.0 for android,1280x720,Found
2dd657c09150,SM-J700M Build/MMB29K,,chrome 64.0 for android,,New
58464e6f25eb,SAMSUNG SM-N920P Build/NRD90M,Android 7.0,samsung browser generic,2560x1440,New
804dc81ce72a,SM-G386W,,chrome 64.0 for android,,New
5a184b10c15b,SAMSUNG SM-T810 Build/NRD90M,,samsung browser generic,,Found
661033f073f1,Moto G (4) Build/NPJ25.93-14.7,,samsung browser generic,,Found
7cddf8ac9a08,SM-J700M Build/MMB29K,,chrome 59.0 for android,,Found
084d310ec1e6,Pixel Build/OPM1.171019.016,Android 8.1.0,chrome 64.0 for android,,Found
c28ac285975c,SM-G531H Build/LMY48B,,chrome 63.0 for android,,Found
14c40920a414,SM-G930V Build/NRD90M,Android 7.0,chrome 64.0 for android,1920x1080,New
62d8573533c7,EVA-L09 Build/HUAWEIEVA-L09,,chrome 64.0 for android,,Found
aa5ef4b86bc3,SM-G610M Build/MMB29K,,chrome 64.0 for android,,New
69fd1d74fb76,SM-T560 Build/KTU84P,,chrome 63.0 for android,,New
c525f416e4cc,SM-G531H Build/LMY48B,,chrome 63.0 for android,,Found
6bd7ac6fead0,LG-K430 Build/MRA58K,,chrome 64.0 for android,,New
b51bbfd32509,SM-J700M Build/MMB29K,,chrome 59.0 for android,,Found
2792167c1f5b,SM-N910F Build/MMB29M,,chrome 64.0 for android,,Found
e44b90d83bf6,iOS Device,iOS 11.2.6,mobile safari generic,2001x1125,New
07140c818e18,Moto G (4) Build/NPJ25.93-14.7,,chrome generic,,New
14a399b21049,SM-G935F Build/NRD90M,,chrome 64.0 for android,,New
161ca4a33eb3,Hisense L675 Build/MRA58K,,chrome 64.0 for android,,New
2a0d38756398,SM-G531H Build/LMY48B,,chrome 55.0 for android,,Found
9cd082458e53,SM-G531H Build/LMY48B,,chrome 64.0 for android,,Found
45906caf4a49,SAMSUNG SM-J327T1 Build/NRD90M,,samsung browser 5.2,,New
468b3f7c7ae6,SM-G935F Build/NRD90M,,chrome 64.0 for android,,Found
50f43f1aceae,EVA-L09 Build/HUAWEIEVA-L09,,chrome 60.0 for android,,Found
5fbc50dc26ef,EVA-L09 Build/HUAWEIEVA-L09,,chrome 60.0 for android,,Found
c460fb71b7ae,Moto G (4) Build/NPJS25.93-14-13,,chrome generic,,Unknown
1807755a16db,SM-T350 Build/NMF26X,,chrome 64.0 for android,,Found
6476e3f2997f,Moto G (4) Build/NPJS25.93-14-13,,chrome generic,,Unknown
2d5eb2be24cd,SAMSUNG SM-N920P Build/NRD90M,Android 7.0,samsung browser generic,,New
b280811893e9,TA-1044 Build/OPR1.170623.026,,,,New
2e4c3f8bdd1b,SM-T350 Build/NMF26X,,chrome 64.0 for android,,Found
97a80f752e54,LG-H542 Build/MRA58K,,chrome 52.0 for android,,Found
3e29b5de7555,LGL164VL Build/NRD90U,Android 7.0,chrome 64.0 for android,1280x720,New
021e91dae373,rv:52.0,Windows 7,firefox 52.0,1280x1024,Found
b19134fc37bb,rv:52.0,Windows 7,firefox 52.0,1280x1024,Found
4515abd3aa61,LG-D331,,chrome 63.0 for android,,New
170d72c70424,K10,,android webview 4.0,,New
8d47a914e00a,LG-D331,,chrome 63.0 for android,,Found
9945b7da3b19,D2306 Build/18.6.A.0.182,,android browser 4.0,,Found
66a87fd279d2,rv:52.0,Windows 7,firefox 52.0,1280x1024,Found
2ababef46d94,Moto C Build/NRD90M.063,,chrome 64.0 for android,,New
0cf9f0d74834,iOS Device,iOS 11.2.6,mobile safari generic,1136x640,New
2d2ddf6a8e0a,Moto Z2 Play Build/NPSS26.118-19-14,,chrome 64.0 for android,,New
fcf38d11ffb1,LG-X220 Build/LMY47I,,chrome 64.0 for android,,New
3cb179844bd7,SAMSUNG SM-G950F Build/NRD90M,,samsung browser generic,,New
c1e45f88dea2,LG-X230 Build/MRA58K,,chrome 56.0 for android,,New
3e07acb80caf,SM-A520F Build/NRD90M,,chrome 64.0 for android,,Found
deb3ebeb6ff6,Moto Z2 Play Build/NPS26.118-19,,chrome 64.0 for android,,New
a1f54e90f828,LG-K410 Build/LRX22G,,chrome 64.0 for android,,New
b12c3c00d149,SM-G900V Build/MMB29M,Android 6.0.1,chrome 64.0 for android,1920x1080,New
cffa35491b66,E6853 Build/32.4.A.1.54,,chrome 64.0 for android,,Found
6e80ea3c29e5,Linux x86_64,,firefox 58.0,,New
d362110f2742,Lenovo PB2-650Y Build/MRA58K,,chrome 64.0 for android,,Unknown
b4f8453872b9,XT1032 Build/LPBS23.13-56-2,,chrome 64.0 for android,,New
e3746bb43bf3,ALE-L23 Build/HuaweiALE-L23,,chrome 64.0 for android,,New
0beea11e04cd,Moto G (4) Build/NPJS25.93-14-13,,chrome generic,,Found
f3d85add8431,Moto G (4) Build/NPJS25.93-14-13,,chrome generic,,Found
86806adbf7df,XT1585 Build/NCK25.118-10.5,Android 7.0,chrome 56.0 for android,2560x1440,New
d2dac3775285,XT1585 Build/NCK25.118-10.5,Android 7.0,chrome 56.0 for android,2560x1440,Found
cd92bc978eb4,HUAWEI,,chrome 64.0 for android,,New
37b348c1f761,Lenovo YT3-850M Build/MMB29M,,chrome generic for android,,New
bd577021a479,SAMSUNG SM-T587P Build/NRD90M,Android 7.0,samsung browser generic,1920x1200,Found
7744a79515d8,Moto G (4) Build/NPJS25.93-14-13,,chrome generic,,Found
a40fbdc796f8,XT1585 Build/NCK25.118-10.5,Android 7.0,chrome 56.0 for android,2560x1440,Found
7926c2ff69f5,XT1585 Build/NCK25.118-10.5,Android 7.0,chrome 56.0 for android,2560x1440,Found
a023646c0755,SM-A720F Build/NRD90M,,chrome 64.0 for android,,New
f02b7c673ab1,BLU ENERGY X PLUS Build/LRX21M,,chrome 64.0 for android,,New
3d5b6d0b1656,SAMSUNG-SM-G935A Build/NRD90M,Android 7.0,chrome 64.0 for android,,New
bac93b6993e5,SM-J710MN Build/MMB29K,,chrome 64.0 for android,,Found
1ac838cb1959,SM-G950U Build/NRD90M,Android 7.0,chrome 64.0 for android,2220x1080,Unknown
c108c241b0e7,SM-J730GM Build/NRD90M,,chrome 64.0 for android,,New
5b57f9c62400,HUAWEI VNS-L23 Build/HUAWEIVNS-L23,,chrome 56.0 for android,,Found
378571ab357a,EVA-L09 Build/HUAWEIEVA-L09,,chrome 64.0 for android,,Found
47be9f52fc05,LG-D693n Build/LRX22G,,chrome generic,,New
f0c104f8711a,SM-J500M Build/LMY48B,,chrome 63.0 for android,,New
3552f2b30273,SAMSUNG,Android 7.0,samsung browser 6.2,1920x1080,New
08e46e30d24b,iOS Device,iOS 11.2.5,mobile safari generic,2208x1242,New
b2dd4a651d21,HUAWEI VNS-L23 Build/HUAWEIVNS-L23,,chrome 64.0 for android,,New
086c124dd902,SAMSUNG SM-G891A Build/NRD90M,,samsung browser generic,,New
e0026516fb1c,iOS Device,iOS 11.2.5,mobile safari generic,2208x1242,Found
6b6b7aabc8bb,LG-K410 Build/LRX22G,,chrome 64.0 for android,,Found
49a36b41baef,LG-K410 Build/LRX22G,,chrome 64.0 for android,,Found
a4dcd9291a35,HUAWEI VNS-L23 Build/HUAWEIVNS-L23,,chrome 64.0 for android,,Found
ab0c1ce3ee0a,G3313 Build/43.0.A.5.79,,chrome 64.0 for android,,New
3314b4b909c6,SM-G610M Build/MMB29K,,chrome 63.0 for android,,New
bc316b62b294,SAMSUNG SM-G935F Build/NRD90M,,samsung browser generic,,New
31c195a6c8a9,SM-G610M Build/MMB29K,,chrome 63.0 for android,,Found
124e1b79fb14,SAMSUNG SM-A520F Build/NRD90M,,samsung browser 6.2,,Found
80c662db2d7c,,Linux,chrome 64.0,1920x1080,Found
acdaaeb34e61,Hisense F20 Build/MMB29M,,chrome 64.0 for android,,New
7b08f25b1c1f,SAMSUNG SM-G950F Build/NRD90M,,samsung browser generic,,New
cb8d46ec8f0a,LG-H840 Build/NRD90U,,chrome 64.0 for android,,Found
e4f7bbcdb18e,Moto E (4) Build/NMA26.42-19,,chrome generic,,Found
22d6bf13e8a5,LG-P708g,,chrome 53.0 for android,,Found
59ab806c0fe3,SM-G610M Build/MMB29K,,chrome 63.0 for android,,Found
f2e6539f2159,A574BL Build/NMF26F,Android 7.1.1,chrome 64.0 for android,855x480,Found
9c27b7989725,SM-G950F Build/NRD90M,,chrome 64.0 for android,,New
0020cb5e49d3,A574BL Build/NMF26F,Android 7.1.1,chrome 64.0 for android,855x480,New
d738f796b1a6,SM-S727VL Build/MMB29M,,chrome 64.0 for android,,Found
c895903c4ff7,LG-K530 Build/MMB29M,,chrome 64.0 for android,,Found
37262df3cf53,SM-S727VL Build/MMB29M,,chrome 64.0 for android,,Found
8a20edd0ac44,SM-S727VL Build/MMB29M,,chrome 64.0 for android,,Found
be99fcf3f3f6,SM-G900V Build/MMB29M,Android 6.0.1,chrome 64.0 for android,1920x1080,New
4cd59ddf383a,EVA-L09 Build/HUAWEIEVA-L09,,chrome 64.0 for android,,New
dee28a3d8730,SM-N920P Build/NRD90M,Android 7.0,chrome 64.0 for android,,Found
9b62b850e063,XT1032,,chrome 64.0 for android,,New
2336269fec14,LG-K580 Build/MRA58K,,chrome 64.0 for android,,New
3ec84ab76002,SM-G930F Build/NRD90M,,chrome 64.0 for android,,Found
349f25a8206c,LG-K580 Build/MRA58K,,chrome 64.0 for android,,Found
9dbac63aa4c6,SAMSUNG,,samsung browser 6.2,,Found
147795eb03a0,LG-D331,,chrome 64.0 for android,,Found
9302ac1c1d74,SM-J700M Build/MMB29K,,chrome 64.0 for android,,Found
e6cb685a6ae2,iOS Device,iOS 11.2.5,mobile safari generic,1334x750,New
e3707a86d622,BLL-L23 Build/HUAWEIBLL-L23,,chrome 64.0 for android,,Found
1e369cc92356,Hisense L675 Build/MRA58K,,chrome 64.0 for android,,New
13a216065cea,M4 SS4453 Build/MMB29M,,chrome 64.0 for android,,New
f3ad809a752b,XT1563 Build/MPDS24.107-52-5,,chrome 59.0 for android,,Found
1ff1bf1b973c,MHA-L09 Build/HUAWEIMHA-L09,,chrome 64.0 for android,,Found
941e3f704818,GT-S7275B,,chrome 64.0 for android,,New
441e96e46d1d,iOS Device,iOS 11.1.2,mobile safari generic,2001x1125,New
d77fcb879d40,SAMSUNG SM-G920P Build/NRD90M,,samsung browser generic,,New
9d01628bd42b,iOS Device,iOS 11.1.2,mobile safari generic,2001x1125,Found
913895a4a0cd,iOS Device,iOS 11.1.2,mobile safari generic,2001x1125,Found
386044e3971f,Lenovo PB2-650Y Build/MRA58K,,chrome 64.0 for android,,Found
d9b427d3a42d,SM-G610M Build/NRD90M,,chrome 60.0 for android,,New
9bf600a818c6,4027A Build/KOT49H,,chrome 64.0 for android,,New
6a5578177c22,SM-G531H Build/LMY48B,,chrome 50.0 for android,,New
a029daee720e,SM-J700M Build/MMB29K,,chrome 64.0 for android,,New
8e1e304112f7,ALE-L23 Build/HuaweiALE-L23,,chrome 64.0 for android,,Found
0d779c132489,SM-J700M Build/MMB29K,,chrome 64.0 for android,,Found
147aa2bf6ed5,SM-G920F Build/NRD90M,,chrome 64.0 for android,,New
aeb1e265c27f,SM-J730GM Build/NRD90M,,chrome 64.0 for android,,Found
057a9a28d0c7,Ilium X210 Build/LMY47I,,chrome 63.0 for android,,Found
3a07a4d37fe7,SM-G610M Build/NRD90M,,chrome 60.0 for android,,Found
3d55b1e6bb14,iOS Device,iOS 11.2.6,mobile safari generic,2208x1242,New
ef1cc14399f6,Moto E (4) Build/NMA26.42-69,,chrome generic,,New
3806be288208,SM-G610M Build/MMB29K,,chrome 64.0 for android,,New
a3499a619539,SM-G935F Build/NRD90M,,chrome 64.0 for android,,Found
d7b5ae90b317,S60 Build/MMB29M,,chrome 64.0 for android,,New
2f389246ae58,Pixel Build/OPM1.171019.016,Android 8.1.0,chrome 64.0 for android,,New
16fee8ff2839,Pixel Build/OPM1.171019.016,Android 8.1.0,chrome 64.0 for android,,Found
905af6eede73,SM-G531H Build/LMY48B,,chrome 63.0 for android,,Found
97b928ce5e57,SM-J510MN Build/MMB29M,,chrome 64.0 for android,,Found
a6c50ab28be4,SM-J510MN Build/MMB29M,,chrome 64.0 for android,,Found
484ce3383e69,SM-J510MN Build/MMB29M,,chrome 64.0 for android,,Found
a12b498de91c,SM-J700M Build/MMB29K,,chrome 64.0 for android,,Found
9f5bd891e7b9,SM-J510MN Build/MMB29M,,chrome 64.0 for android,,Found
193599eb2805,SM-N950F Build/NMF26X,,chrome 64.0 for android,,New
dffe081d1be8,LG-X230 Build/MRA58K,,chrome 56.0 for android,,New
dbe871e751fe,SM-J701M Build/NRD90M,,chrome 64.0 for android,,Found
a800a2e936d7,SM-J701M Build/NRD90M,,chrome 64.0 for android,,Found
2c5dc8ba4bac,SAMSUNG SM-N900W8 Build/LRX21V,,chrome generic,,Found
b4e4c561a1a1,Pixel Build/OPM1.171019.016,Android 8.1.0,chrome 64.0 for android,,Found
805554a7f3be,RNE-L03 Build/HUAWEIRNE-L03,,chrome 64.0 for android,,New
086abe363300,LG-K580 Build/MRA58K,,chrome 64.0 for android,,Found
ba7110761c4f,SM-J510MN Build/MMB29M,,chrome 64.0 for android,,Found
f84a9b70df41,5010G Build/MRA58K,,chrome 52.0 for android,,Found
03b6eaf7731e,SM-J510MN Build/MMB29M,,chrome 64.0 for android,,Found
53eda85cde1e,HUAWEI M2-801W Build/HUAWEIM2-801W,,chrome 64.0 for android,,Found
4fce93aba14d,HUAWEI M2-801W Build/HUAWEIM2-801W,,chrome 64.0 for android,,Found
147284df2c31,5010G Build/MRA58K,,chrome 52.0 for android,,Found
b8c4248cc2b0,5010G Build/MRA58K,,chrome 52.0 for android,,New
cdaa68b8784b,HUAWEI M2-801W Build/HUAWEIM2-801W,,chrome 64.0 for android,,Found
1261d2a8371a,moto x4 Build/NPW26.83-18-2-0-4,,chrome 64.0 for android,,Found
a75da0cad767,SM-J510MN Build/MMB29M,,chrome 64.0 for android,,Found
01254b55b2d7,XT1032 Build/LPBS23.13-56-2,,chrome 64.0 for android,,Found
83e007ccc238,Tmovi Build/Vision,,chrome 64.0 for android,,New
f77cfa156d3f,HUAWEI M2-801W Build/HUAWEIM2-801W,,chrome 64.0 for android,,Found
aec438e02918,Minion_Tab,,Inco/Minion,,New
4263714fccd8,SAMSUNG SM-A320Y Build/NRD90M,,samsung browser generic,,New
f7f5b013d095,LG-X180g Build/LMY47I,,chrome 64.0 for android,,New
8f212435eb1e,SM-G532M Build/MMB29T,,Samsung/SM-G532M,,Found
de3c8fb10ae4,HUAWEI CAN-L11 Build/HUAWEICAN-L11,,chrome 64.0 for android,,New
71d6c799af23,Trident/7.0,Windows 10,ie 11.0 for desktop,,New
69adf6b3f5dd,VS5012 Build/NRD90M,,chrome 64.0 for android,,New
1ef972146935,WAS-LX3 Build/HUAWEIWAS-LX3,,chrome 64.0 for android,,Found
1355172acf33,Hisense U963 Build/MRA58K,,chrome 54.0 for android,,New
b99290221f5d,E5803 Build/32.4.A.1.54,,chrome 64.0 for android,,Found
75b8d752d7e1,SM-G610M Build/MMB29K,,chrome 64.0 for android,,New
a7e423080193,SM-G955U Build/NRD90M,Android 7.0,chrome 64.0 for android,,Found
7bf797b22ed4,SM-G935F Build/NRD90M,,chrome 64.0 for android,,Unknown
38d8fc316a5a,Moto X Play Build/NPD26.48-24-1,,chrome 64.0 for android,,Found
c0a5a0ece60a,SM-G935F Build/NRD90M,,chrome 64.0 for android,,Unknown
c89743536e50,SM-G955U Build/NRD90M,Android 7.0,chrome 64.0 for android,,Found
e732b773d0c8,SM-G930V Build/NRD90M,Android 7.0,chrome 64.0 for android,1920x1080,Found
0afe8cae8e20,MYA-L13 Build/HUAWEIMYA-L13,,chrome 64.0 for android,,New
054757ecb87b,SAMSUNG SM-G920F Build/LRX22G,,chrome generic,,Found
caf5553df0bc,SAMSUNG SM-G920F Build/LRX22G,,chrome generic,,Found
a3ea7efcc5a8,SAMSUNG SM-G920F Build/LRX22G,,chrome generic,,Found
859486854ac6,ASUS_X00DD,,chrome 64.0 for android,,New
d051065229a9,SAMSUNG SM-A510F Build/NRD90M,,samsung browser 6.2,,New
34d90e109f74,Blade V6 Plus Build/MRA58K,,chrome 64.0 for android,,Found
fa95b7a3054c,SAMSUNG SM-G610M Build/MMB29K,,samsung browser 6.2,,New
ba4a238e1255,HUAWEI CUN-L03 Build/HUAWEICUN-L03,,chrome 64.0 for android,,New
222abdc5349a,Moto Z (2,,chrome generic,,New
1797ac2d6ed3,Blade V6 Plus Build/MRA58K,,chrome 64.0 for android,,Found
78aa73334056,Blade V6 Plus Build/MRA58K,,chrome 64.0 for android,,Found
cad4e99d14e3,SM-N900W8 Build/LRX21V,,chrome 64.0 for android,,New
a0f82f69be29,Redmi Note 4 Build/NRD90M,,chrome 61.0 for android,,New
a10f04cc5301,Moto Z2 Play Build/NPSS26.118-19-4,,chrome 64.0 for android,,Found
aed1003091d2,SM-G531H Build/LMY48B,,chrome 63.0 for android,,New
938be07d02e4,TRT-L53 Build/HUAWEITRT-L53,,chrome 64.0 for android,,Found
76f08664a04c,TRT-L53 Build/HUAWEITRT-L53,,chrome 64.0 for android,,Found
eccbb2741980,SM-J510MN Build/MMB29M,,chrome 64.0 for android,,Found
3e68528024cb,SM-G531H Build/LMY48B,,chrome 64.0 for android,,New
9a38eaae5561,E5506 Build/29.1.A.0.101,,chrome 64.0 for android,,New
cb9169dafd61,HUAWEI TAG-L13 Build/HUAWEITAG-L13,,chrome 64.0 for android,,New
97f2f648c06c,SM-J110M Build/LMY48B,,chrome 57.0 for android,,Found
219793256043,Lenovo YT3-850F Build/MMB29M,,chrome 64.0 for android,,New
763bd7580708,SM-J110M Build/LMY48B,,chrome 57.0 for android,,Found
9f1b2cd4bdd2,es-us,,android webview 4.0,,Unknown
2b34a485d5d0,SM-J110M Build/LMY48B,,chrome 57.0 for android,,Found
e100b684eff4,SAMSUNG SM-G800F Build/MMB29K,,samsung browser 6.2,,New
bfca14e1cf50,XT1585 Build/NCK25.118-10.5,Android 7.0,chrome 64.0 for android,2560x1440,Found
ec968d12847d,LG-K530 Build/MMB29M,,chrome 64.0 for android,,New
e36bf9f7250d,iOS Device,iOS 11.0.0,mobile safari generic,1334x750,New
a3670a71eabc,SM-J700M Build/MMB29K,,chrome 64.0 for android,,Found
55c2425e1da0,HUAWEI TAG-L13 Build/HUAWEITAG-L13,,chrome 55.0 for android,,New
5d794cafcbd0,LGMS428,,chrome 64.0 for android,,Found
082b2e324f3c,ZTE Blade A511 Build/MRA58K,,chrome 52.0 for android,,New
686f3747357b,SM-J700M Build/MMB29K,,chrome 64.0 for android,,New
3d67d062e3a3,Moto G (5) Build/NPP25.137-82,,chrome generic,,Found
d91ae9216c85,Moto G (4) Build/NPJS25.93-14-8,,chrome generic,,New
f23967b0fad1,LG-LS993 Build/NRD90U,,chrome 64.0 for android,,New
8a1eca3ed326,SM-G610M Build/MMB29K,,chrome 63.0 for android,,Found
99eed6bfbcfd,SAMSUNG SM-G950F Build/NRD90M,,samsung browser generic,,New
488bf3e76570,SM-G532M Build/MMB29T,,chrome 64.0 for android,,Found
28a5e4a196c7,BLU,,chrome 64.0 for android,,New
16b6e0d63056,SM-G532M Build/MMB29T,,chrome 64.0 for android,,Found
af4a1da7578a,SM-G955F Build/NRD90M,,chrome 64.0 for android,,Found
a4a3c67f4a06,SM-G532M Build/MMB29T,,chrome 64.0 for android,,Found
a785a7b2b46b,SM-G532M Build/MMB29T,,chrome 64.0 for android,,Found
6c980d5882a2,LG-K500 Build/MMB29M,,chrome 64.0 for android,,New
d27149ad1bb9,HUAWEI VNS-L31 Build/HUAWEIVNS-L31,,chrome 64.0 for android,,New
45111620e05f,ALCATEL,,chrome 64.0 for android,,New
3bbae8d4bca0,TRT-L53 Build/HUAWEITRT-L53,,chrome 64.0 for android,,New
bb664e0e49b8,D5803 Build/23.5.A.1.291,,chrome 64.0 for android,,New
d43f844a86b5,LG-K240 Build/MXB48T,,chrome 64.0 for android,,Found
5e571180527f,LG-H650 Build/LMY47V,,chrome 64.0 for android,,Found
8127a844b2e2,Turbo C5 Build/LMY47I,,chrome 64.0 for android,,Found
31b978c2b928,Turbo C5 Build/LMY47I,,chrome 64.0 for android,,Found
b18fa1ad495e,SM-J510MN Build/MMB29M,,chrome 61.0 for android,,New
1c633d09c978,LG-H542 Build/MRA58K,,chrome 64.0 for android,,New
d050ac286ba5,SAMSUNG-SM-G930A Build/NRD90M,,chrome 64.0 for android,,Found
a3eb67ccadc2,HUAWEI CUN-L03 Build/HUAWEICUN-L03,,chrome 62.0 for android,,New
ad7c51935c15,SM-T813 Build/NRD90M,,chrome 64.0 for android,,Found
f9b79edeaf33,A574BL Build/NMF26F,Android 7.1.1,chrome 64.0 for android,855x480,Found
be924e5ec997,TRT-L53 Build/HUAWEITRT-L53,,chrome 64.0 for android,,New
e48614b51565,SM-G610M Build/NRD90M,,chrome 64.0 for android,,New
8006bbdafad8,SAMSUNG SM-T710 Build/NRD90M,,samsung browser generic,,Found
0278ae0561e9,SM-S727VL Build/MMB29M,,chrome 64.0 for android,,Found
1ed10fde7688,SM-G930V Build/NRD90M,Android 7.0,chrome 64.0 for android,1920x1080,New
828c7f755372,LGMS428,,chrome 64.0 for android,,Found
bd9ff2b62a7d,SM-J530G,,chrome 64.0 for android,,Found
3f11709e55d3,Windows,Windows 10,firefox 59.0,1366x768,Found
f4414dc06f12,SM-J120H Build/LMY47V,,chrome 64.0 for android,,New
06d1c82543d8,Windows,Windows 10,firefox 59.0,1366x768,Found
233a09194a56,Windows,Windows 10,firefox 59.0,1366x768,Found
dcf149dcdfed,G3313 Build/43.0.A.5.79,,chrome 63.0 for android,,Found
4e1d75019147,Studio,Android 6.0,chrome 64.0 for android,1280x720,New
381bab851cf4,SM-T820 Build/NRD90M,Android 7.0,chrome 63.0 for android,,New
3ae5d9cfd6f6,Windows,Windows 10,chrome 64.0,1920x1080,Found
f1258c00b4d6,Windows,Windows 10,chrome 64.0,1920x1080,New
46d19babad08,SM-J510MN Build/MMB29M,,chrome 64.0 for android,,Found
fa7821c8fb6a,Windows,Windows 10,chrome 64.0,1920x1080,Found
88494a8a60c0,SM-J510MN Build/MMB29M,,chrome 64.0 for android,,Found
cd1f70125158,SAMSUNG,,samsung browser generic,,New
9523e1921f4d,5011A Build/NRD90M,,chrome 56.0 for android,,New
db76ce63ed49,SAMSUNG SM-J701M Build/NRD90M,,samsung browser generic,,New
766f4b24b0e7,SM-J510MN Build/MMB29M,,chrome 64.0 for android,,Found
a804b625d49a,BLADE L7 Build/MRA58K,,chrome 64.0 for android,,Found
c62e65fdc42b,SM-J510MN Build/MMB29M,,chrome 64.0 for android,,Found
7028c4725ad2,iOS Device,iOS 11.2.5,mobile safari generic,1334x750,Found
e9728890eb0a,LG-H812,,chrome 64.0 for android,,New
0dc2a675b3b2,,Android,chrome 61.0,1280x720,Found
ff1f8f644765,SAMSUNG SM-G920P Build/NRD90M,,samsung browser generic,,Found
1858d7f76c93,iOS Device,iOS 11.2.5,mobile safari generic,2436x1125,New
2b7e9f3914cc,LGUS215 Build/NRD90U,Android 7.0,chrome 61.0 for android,1280x720,New
60fac3bc2ff6,ALE-L23 Build/HuaweiALE-L23,,chrome 64.0 for android,,Found
f1eca5ad27a4,SM-G930F Build/NRD90M,,chrome 64.0 for android,,New
4ec5d3670cce,SM-A520W Build/NRD90M,,chrome 64.0 for android,,Found
caaf6b46a14f,SM-J700P,Android 7.1.1,chrome 64.0 for android,1280x720,New
46dccb2f5937,F3113 Build/33.3.A.1.97,,chrome 61.0 for android,,Found
081e22041689,SM-T530 Build/LRX22G,,chrome 64.0 for android,,New
d24827aee65d,iOS Device,iOS 11.2.5,mobile safari generic,1334x750,Found
6fc1157c6fae,LG-M153 Build/MXB48T,,chrome 64.0 for android,,New
8573d2444483,SM-J510MN Build/MMB29M,,chrome 64.0 for android,,Found
afb93d4e3cb6,Windows,Windows 7,chrome 64.0,1280x1024,Unknown
aa68eadcd0af,Windows,Windows 7,chrome 64.0,1280x1024,Unknown
3c67cdf127fd,LIMIT,,chrome 64.0 for android,,Found
8f8fd1171946,SM-N920P Build/NRD90M,,chrome 64.0 for android,,New
b097acdab6b1,XT1032 Build/LPBS23.13-56-2,,chrome 64.0 for android,,New
4a590d87a168,Ilium LT520 Build/NRD90M,,chrome 56.0 for android,,Found
c1d2626e25ca,SAMSUNG SM-G610M Build/MMB29K,,samsung browser generic,,Found
b2b890d7d4cd,SAMSUNG SM-G610M Build/MMB29K,,samsung browser generic,,New
36afab0dacf2,Ilium LT520 Build/NRD90M,,chrome 56.0 for android,,New
bd978a60c03c,Ilium LT520 Build/NRD90M,,chrome 56.0 for android,,Found
5cd0cfd888bb,Ilium LT520 Build/NRD90M,,chrome 56.0 for android,,Found
490bc72e6472,PRA-LX3 Build/HUAWEIPRA-LX3,,chrome 64.0 for android,,New
f68ce96a6f90,SM-J701M Build/NRD90M,,chrome 64.0 for android,,Found
7c5056359973,WAS-LX3 Build/HUAWEIWAS-LX3,,chrome 64.0 for android,,New
840452f2e477,MotoE2(4G-LTE,,chrome generic,,Found
f2c38eef4114,SM-T800 Build/MMB29K,,chrome 55.0 for android,,Found
3409212551ad,LG-D693n Build/LRX22G,,chrome 58.0 for android,,Found
dc095968fa27,XT1032 Build/LPBS23.13-56-2,,chrome 64.0 for android,,Found
b4a6ce2c9b2d,EVA-L09 Build/HUAWEIEVA-L09,,chrome 60.0 for android,,Found
ba1cb0abb9e2,iOS Device,iOS 11.2.2,mobile safari generic,1334x750,New
f39e15db7853,LG-X180g Build/LMY47I,,chrome 64.0 for android,,New
9846ba0b2b04,iOS Device,iOS 11.2.5,mobile safari generic,1334x750,New
1f2e453e52f8,SM-J510MN Build/MMB29M,,chrome 64.0 for android,,New
28638f1e6710,Moto E (4) Plus Build/NMA26.42-11-3,,chrome generic,,Found
f1762224418f,Moto G (5) Build/NPP25.137-93,,chrome generic,,Found
0fbc581ca1fa,0PM92,,chrome 64.0 for android,,New
c0a9f688f1d4,CAM-L03 Build/HUAWEICAM-L03,,chrome 64.0 for android,,New
