card_id,card_network,card_type
C00445-K1,visa,debit
C01617-K1,visa,debit
C06527-K1,mastercard,debit
C07241-K1,american express,credit
C04156-K1,visa,debit
C00869-K1,mastercard,debit
C04896-K1,mastercard,debit
C06072-K1,visa,debit
C06072-K2,visa,credit
C11921-K1,mastercard,debit
C02056-K1,visa,debit
C10173-K1,mastercard,credit
C12904-K1,mastercard,debit
C01359-K1,visa,credit
C04027-K1,mastercard,credit
C02409-K1,mastercard,credit
C04236-K1,american express,credit
C00646-K1,american express,credit
C02283-K1,mastercard,debit
C11484-K1,visa,debit
C09074-K1,visa,debit
C05070-K1,american express,credit
C04220-K1,visa,credit
C07653-K1,visa,debit
C12202-K1,visa,credit
C13010-K1,visa,debit
C07559-K1,visa,debit
C03447-K1,visa,credit
C12319-K1,mastercard,debit
C03392-K1,american express,credit
C08138-K1,visa,debit
C05588-K1,american express,credit
C03784-K1,visa,credit
C00885-K1,visa,credit
C01836-K1,visa,credit
C08344-K1,visa,credit
C10748-K1,visa,debit
C13417-K1,visa,debit
C09960-K1,american express,credit
C06960-K1,visa,credit
C12822-K1,mastercard,debit
C06425-K1,visa,credit
C04032-K1,visa,debit
C06625-K1,mastercard,debit
C02703-K1,visa,credit
C07330-K1,mastercard,credit
C08193-K1,visa,credit
C11280-K1,mastercard,credit
C03566-K1,visa,debit
C05358-K1,mastercard,credit
C10579-K1,visa,credit
C09466-K1,american express,credit
C08774-K1,american express,credit
C00890-K1,visa,credit
C04944-K1,mastercard,credit
C02990-K1,mastercard,debit
C02990-K2,,
C06865-K1,american express,credit
C06281-K1,visa,credit
C03147-K1,visa,credit
C00682-K1,mastercard,debit
C13028-K1,mastercard,credit
C06012-K1,visa,debit
C08154-K1,visa,credit
C09237-K1,mastercard,credit
C05266-K1,american express,credit
C01193-K1,mastercard,debit
C00300-K1,american express,credit
C08175-K1,visa,credit
C08958-K1,visa,debit
C07467-K1,american express,credit
C11751-K1,american express,credit
C03655-K1,visa,debit
C04379-K1,mastercard,credit
C02531-K1,american express,credit
C10022-K1,visa,credit
C03632-K1,american express,credit
C05306-K1,visa,debit
C12976-K1,visa,debit
C05396-K1,visa,debit
C02928-K1,american express,credit
C12757-K1,mastercard,credit
C12008-K1,american express,credit
C04613-K1,american express,credit
C02435-K1,mastercard,debit
C00211-K1,visa,credit
C07121-K1,visa,credit
C12608-K1,visa,debit
C01001-K1,visa,debit
C01274-K1,american express,credit
C08862-K1,visa,debit
C10713-K1,american express,credit
C13345-K1,visa,debit
C08849-K1,visa,debit
C01639-K1,mastercard,debit
C01639-K2,mastercard,debit
C13368-K1,visa,credit
C10939-K1,visa,debit
C04457-K1,visa,credit
C06030-K1,visa,debit
C00224-K1,visa,credit
C04143-K1,mastercard,debit
C03182-K1,american express,credit
C02808-K1,visa,debit
C12450-K1,american express,credit
C08144-K1,visa,credit
C03528-K1,mastercard,debit
C12516-K1,mastercard,debit
C12270-K1,visa,credit
C07371-K1,visa,credit
C05590-K1,american express,credit
C03336-K1,visa,credit
C01015-K1,mastercard,credit
C09909-K1,mastercard,credit
C11555-K1,mastercard,debit
C01814-K1,visa,debit
C08364-K1,visa,credit
C06617-K1,visa,debit
C13030-K1,visa,debit
C02885-K1,visa,credit
C03082-K1,visa,credit
C11989-K1,mastercard,debit
C03062-K1,mastercard,credit
C00248-K1,visa,debit
C13301-K1,mastercard,debit
C05228-K1,visa,credit
C00465-K1,visa,debit
C09096-K1,visa,credit
C13042-K1,mastercard,debit
C08439-K1,visa,debit
C03420-K1,visa,credit
C03359-K1,mastercard,debit
C03359-K2,mastercard,debit
C11089-K1,visa,debit
C01023-K1,mastercard,debit
C03086-K1,visa,debit
C12424-K1,mastercard,debit
C12147-K1,american express,credit
C06904-K1,american express,credit
C07629-K1,mastercard,debit
C09913-K1,visa,debit
C06843-K1,mastercard,debit
C01277-K1,american express,credit
C07373-K1,visa,debit
C05700-K1,american express,credit
C10503-K1,visa,credit
C07595-K1,visa,debit
C10341-K1,visa,debit
C00191-K1,visa,debit
C06537-K1,american express,credit
C08604-K1,american express,credit
C04942-K1,visa,credit
C06620-K1,american express,credit
C07952-K1,visa,debit
C10189-K1,visa,credit
C01270-K1,mastercard,credit
C02591-K1,american express,credit
C05687-K1,visa,debit
C04714-K1,visa,debit
C07016-K1,visa,credit
C07246-K1,mastercard,debit
C01275-K1,mastercard,debit
C04555-K1,american express,credit
C06156-K1,visa,debit
C01524-K1,visa,debit
C05270-K1,mastercard,debit
C10067-K1,visa,debit
C03767-K1,mastercard,debit
C10201-K1,visa,credit
C09343-K1,american express,credit
C12813-K1,american express,credit
C09848-K1,visa,credit
C09848-K2,,
C01570-K1,visa,credit
C09931-K1,visa,debit
C10226-K1,visa,debit
C10619-K1,visa,credit
C03417-K1,visa,credit
C03567-K1,visa,debit
C00419-K1,mastercard,debit
C00419-K2,,
C07350-K1,mastercard,debit
C07499-K1,mastercard,debit
C04097-K1,mastercard,debit
C04646-K1,mastercard,debit
C05544-K1,mastercard,debit
C06564-K1,visa,debit
C10000-K1,visa,credit
C01672-K1,mastercard,credit
C04328-K1,visa,debit
C04059-K1,visa,credit
C03117-K1,visa,debit
C03197-K1,mastercard,credit
C13439-K1,mastercard,debit
C12341-K1,mastercard,credit
C00957-K1,american express,credit
C11652-K1,visa,credit
C11652-K2,visa,credit
C07991-K1,visa,debit
C03424-K1,visa,credit
C05069-K1,visa,credit
C05537-K1,visa,debit
C02153-K1,visa,debit
C03059-K1,visa,credit
C09901-K1,visa,debit
C05461-K1,visa,debit
C04013-K1,visa,credit
C08798-K1,american express,debit
C10330-K1,american express,credit
C09140-K1,mastercard,debit
C08089-K1,visa,debit
C03585-K1,visa,credit
C01207-K1,mastercard,debit
C05458-K1,american express,credit
C04174-K1,american express,credit
C12555-K1,visa,credit
C03152-K1,visa,credit
C06312-K1,visa,credit
C04505-K1,mastercard,credit
C02121-K1,american express,credit
C03512-K1,visa,credit
C08009-K1,visa,debit
C03377-K1,visa,debit
C04151-K1,american express,credit
C09114-K1,visa,debit
C11084-K1,mastercard,debit
C10249-K1,mastercard,debit
C01115-K1,american express,credit
C02261-K1,visa,debit
C02911-K1,visa,credit
C02139-K1,american express,credit
C05955-K1,visa,credit
C00193-K1,visa,credit
C02948-K1,mastercard,debit
C09346-K1,mastercard,debit
C12120-K1,visa,credit
C05603-K1,american express,credit
C02813-K1,visa,credit
C12026-K1,visa,credit
C12101-K1,mastercard,debit
C06148-K1,visa,debit
C04014-K1,mastercard,credit
C05997-K1,visa,debit
C00145-K1,mastercard,debit
C13263-K1,visa,credit
C01082-K1,mastercard,debit
C00427-K1,mastercard,debit
C01663-K1,visa,debit
C07724-K1,mastercard,debit
C09318-K1,visa,debit
C10450-K1,visa,debit
C01417-K1,visa,debit
C04225-K1,mastercard,credit
C09017-K1,mastercard,credit
C09017-K2,mastercard,credit
C07239-K1,visa,debit
C07597-K1,visa,debit
C08975-K1,visa,credit
C08975-K2,visa,debit
C02686-K1,american express,credit
C07567-K1,mastercard,credit
C08311-K1,mastercard,debit
C04382-K1,american express,credit
C12143-K1,mastercard,credit
C11207-K1,mastercard,debit
C02203-K1,visa,debit
C02677-K1,mastercard,credit
C08094-K1,mastercard,debit
C02211-K1,visa,debit
C12216-K1,visa,credit
C06037-K1,visa,credit
C08172-K1,mastercard,debit
C09613-K1,visa,credit
C10283-K1,visa,debit
C07331-K1,american express,credit
C05682-K1,visa,credit
C03114-K1,american express,credit
C02543-K1,visa,debit
C09317-K1,visa,credit
C11130-K1,visa,debit
C12684-K1,american express,credit
C08046-K1,visa,debit
C08046-K2,visa,debit
C07899-K1,american express,credit
C05870-K1,american express,credit
C08252-K1,american express,credit
C03652-K1,mastercard,credit
C08319-K1,mastercard,debit
C08319-K2,mastercard,debit
C11544-K1,visa,debit
C07364-K1,visa,debit
C02465-K1,american express,debit
C08524-K1,mastercard,debit
C09694-K1,visa,credit
C00791-K1,visa,debit
C01961-K1,american express,credit
C07873-K1,mastercard,debit
C12151-K1,visa,credit
C07280-K1,visa,credit
C07361-K1,mastercard,credit
C08694-K1,mastercard,debit
C10808-K1,american express,credit
C09758-K1,visa,debit
C06291-K1,visa,credit
C10956-K1,visa,credit
C07791-K1,american express,credit
C12709-K1,visa,debit
C10276-K1,american express,credit
C11981-K1,mastercard,debit
C09353-K1,mastercard,credit
C05229-K1,visa,credit
C02327-K1,visa,debit
C11469-K1,visa,debit
C08040-K1,american express,credit
C03924-K1,visa,credit
C08495-K1,visa,debit
C04428-K1,visa,credit
C13004-K1,visa,credit
C03485-K1,visa,debit
C02634-K1,mastercard,credit
C00715-K1,mastercard,debit
C06557-K1,american express,credit
C12589-K1,visa,credit
C03615-K1,visa,debit
C12571-K1,visa,debit
C05952-K1,mastercard,debit
C11448-K1,mastercard,debit
C11741-K1,mastercard,debit
C12199-K1,visa,debit
C07536-K1,mastercard,credit
C07083-K1,visa,credit
C04956-K1,american express,credit
C02086-K1,visa,credit
C04376-K1,visa,debit
C05110-K1,visa,credit
C05601-K1,visa,debit
C12428-K1,visa,credit
C00299-K1,american express,credit
C07716-K1,visa,credit
C00792-K1,mastercard,credit
C00879-K1,visa,credit
C00879-K2,visa,credit
C00879-K3,visa,debit
C05054-K1,visa,credit
C05054-K2,visa,credit
C03546-K1,visa,debit
C07400-K1,visa,credit
C07400-K2,,
C03968-K1,american express,credit
C10357-K1,mastercard,debit
C06646-K1,visa,credit
C07128-K1,visa,credit
C09382-K1,visa,credit
C08261-K1,mastercard,credit
C00919-K1,visa,credit
C06574-K1,visa,debit
C06519-K1,mastercard,debit
C08950-K1,visa,credit
C12278-K1,mastercard,debit
C00284-K1,american express,credit
C05840-K1,visa,debit
C09635-K1,visa,debit
C04292-K1,mastercard,debit
C05788-K1,mastercard,debit
C05788-K2,mastercard,debit
C07548-K1,visa,debit
C09243-K1,mastercard,debit
C09243-K2,mastercard,debit
C12237-K1,visa,credit
C03466-K1,visa,debit
C09718-K1,american express,credit
C08813-K1,visa,debit
C12514-K1,mastercard,credit
C11351-K1,american express,credit
C02779-K1,mastercard,debit
C05666-K1,american express,credit
C08284-K1,mastercard,debit
C11195-K1,mastercard,credit
C01888-K1,mastercard,credit
C04487-K1,visa,credit
C04600-K1,visa,debit
C10982-K1,visa,debit
C03013-K1,visa,debit
C09046-K1,american express,credit
C02383-K1,visa,debit
C07057-K1,mastercard,debit
C01952-K1,american express,credit
C00082-K1,visa,debit
C01514-K1,mastercard,debit
C04432-K1,american express,credit
C06667-K1,visa,debit
C00817-K1,mastercard,debit
C06351-K1,mastercard,debit
C03521-K1,visa,credit
C05155-K1,visa,debit
C02215-K1,visa,debit
C07306-K1,visa,credit
C01071-K1,mastercard,debit
C02230-K1,mastercard,debit
C09123-K1,mastercard,credit
C00407-K1,mastercard,credit
C04251-K1,visa,debit
C10307-K1,mastercard,credit
C13101-K1,visa,debit
C11449-K1,visa,credit
C05579-K1,visa,debit
C11983-K1,visa,credit
C02376-K1,mastercard,debit
C04730-K1,visa,debit
C04715-K1,visa,credit
C06878-K1,mastercard,debit
C10478-K1,mastercard,debit
C06254-K1,visa,debit
C06819-K1,mastercard,debit
C09407-K1,visa,credit
C04243-K1,visa,debit
C00472-K1,visa,debit
C08488-K1,mastercard,debit
C03188-K1,american express,credit
C13376-K1,mastercard,debit
C05101-K1,visa,credit
C00408-K1,visa,credit
C02199-K1,mastercard,debit
C12549-K1,mastercard,debit
C07190-K1,visa,debit
C00670-K1,mastercard,debit
C11284-K1,visa,credit
C07150-K1,visa,debit
C09765-K1,mastercard,credit
C07294-K1,visa,debit
C04585-K1,visa,credit
C06831-K1,visa,credit
C06831-K2,,
C06261-K1,american express,credit
C03681-K1,american express,credit
C07501-K1,mastercard,debit
C04071-K1,mastercard,credit
C00958-K1,mastercard,debit
C09748-K1,visa,credit
C05479-K1,american express,credit
C12362-K1,american express,credit
C11393-K1,mastercard,credit
C05581-K1,mastercard,credit
C04342-K1,american express,credit
C09987-K1,visa,credit
C05875-K1,visa,debit
C00169-K1,mastercard,debit
C12518-K1,visa,debit
C09288-K1,visa,credit
C11411-K1,mastercard,credit
C02832-K1,mastercard,credit
C00098-K1,visa,debit
C09951-K1,visa,debit
C05956-K1,visa,credit
C11407-K1,visa,credit
C11407-K2,,
C04235-K1,mastercard,debit
C01845-K1,visa,debit
C08385-K1,mastercard,debit
C06365-K1,mastercard,credit
C08785-K1,visa,debit
C11432-K1,visa,debit
C03376-K1,visa,debit
C06256-K1,mastercard,debit
C12965-K1,american express,credit
C00323-K1,american express,credit
C04803-K1,visa,debit
C06054-K1,mastercard,credit
C09799-K1,visa,debit
C00385-K1,american express,credit
C11503-K1,visa,debit
C11800-K1,visa,debit
C01223-K1,visa,credit
C11589-K1,visa,credit
C09481-K1,visa,debit
C07941-K1,visa,credit
C03825-K1,visa,debit
C13020-K1,visa,credit
C10305-K1,visa,credit
C06417-K1,visa,debit
C05057-K1,visa,debit
C10684-K1,mastercard,credit
C07658-K1,mastercard,debit
C02585-K1,mastercard,credit
C08523-K1,visa,debit
C13405-K1,visa,debit
C01305-K1,visa,debit
C03602-K1,mastercard,credit
C04074-K1,visa,debit
C12347-K1,mastercard,debit
C04767-K1,american express,credit
C05250-K1,visa,debit
C07453-K1,visa,credit
C04686-K1,visa,debit
C07765-K1,mastercard,debit
C12664-K1,visa,credit
C10460-K1,visa,debit
C00708-K1,visa,debit
C12767-K1,visa,credit
C05938-K1,visa,credit
C10445-K1,american express,credit
C01837-K1,visa,debit
C00799-K1,mastercard,debit
C04884-K1,visa,credit
C02674-K1,mastercard,credit
C09736-K1,mastercard,credit
C00816-K1,mastercard,credit
C10945-K1,visa,debit
C03828-K1,mastercard,debit
C01095-K1,american express,credit
C06023-K1,visa,credit
C05163-K1,visa,debit
C04380-K1,visa,debit
C05111-K1,american express,credit
C01133-K1,mastercard,debit
C08313-K1,visa,credit
C00428-K1,visa,debit
C11126-K1,mastercard,debit
C10033-K1,visa,debit
C06881-K1,visa,debit
C00343-K1,visa,debit
C09777-K1,visa,credit
C07890-K1,visa,debit
C04647-K1,mastercard,credit
C06242-K1,visa,debit
C11296-K1,visa,debit
C03723-K1,visa,debit
C06701-K1,visa,debit
C00786-K1,visa,debit
C10494-K1,,debit
C05899-K1,visa,debit
C10086-K1,american express,credit
C08658-K1,mastercard,credit
C07205-K1,american express,credit
C00086-K1,visa,debit
C07953-K1,american express,credit
C07365-K1,visa,debit
C09923-K1,mastercard,credit
C10767-K1,visa,credit
C10754-K1,mastercard,debit
C01703-K1,mastercard,debit
C03249-K1,visa,credit
C04522-K1,visa,credit
C11199-K1,visa,credit
C05433-K1,mastercard,debit
C05433-K2,mastercard,debit
C07146-K1,visa,credit
C07310-K1,mastercard,debit
C06588-K1,visa,debit
C12050-K1,american express,credit
C11708-K1,visa,debit
C04208-K1,american express,credit
C02671-K1,american express,credit
C04462-K1,visa,debit
C13072-K1,visa,credit
C05243-K1,visa,debit
C08432-K1,visa,debit
C10663-K1,visa,credit
C04578-K1,american express,credit
C10830-K1,visa,credit
C11565-K1,american express,credit
C11744-K1,visa,credit
C05091-K1,visa,debit
C10850-K1,mastercard,credit
C06058-K1,visa,debit
C12716-K1,american express,credit
C08654-K1,visa,credit
C07621-K1,visa,debit
C05126-K1,visa,debit
C05126-K2,,
C12868-K1,mastercard,debit
C13120-K1,mastercard,debit
C02141-K1,american express,credit
C02837-K1,visa,debit
C09837-K1,visa,debit
C11056-K1,mastercard,credit
C01431-K1,visa,debit
C00604-K1,american express,credit
C02385-K1,american express,credit
C05923-K1,visa,debit
C05045-K1,visa,debit
C01297-K1,american express,credit
C08535-K1,visa,debit
C04419-K1,mastercard,debit
C04419-K2,mastercard,debit
C11225-K1,visa,debit
C09698-K1,mastercard,debit
C07397-K1,visa,debit
C11745-K1,mastercard,debit
C07531-K1,american express,credit
C02162-K1,visa,credit
C09186-K1,american express,credit
C10099-K1,american express,credit
C11306-K1,american express,credit
C10848-K1,visa,credit
C03010-K1,mastercard,credit
C05195-K1,mastercard,debit
C05195-K2,mastercard,debit
C03454-K1,american express,credit
C02251-K1,mastercard,debit
C02549-K1,visa,credit
C09475-K1,visa,debit
C06503-K1,mastercard,credit
C11288-K1,visa,credit
C07776-K1,mastercard,debit
C09761-K1,mastercard,debit
C09849-K1,american express,credit
C07506-K1,visa,debit
C02938-K1,american express,credit
C05105-K1,american express,credit
C06788-K1,american express,credit
C01183-K1,visa,credit
C01870-K1,mastercard,credit
C01870-K2,mastercard,debit
C00850-K1,mastercard,debit
C10373-K1,visa,debit
C04371-K1,american express,credit
C04988-K1,visa,debit
C06949-K1,visa,debit
C09386-K1,visa,credit
C04133-K1,visa,debit
C09724-K1,american express,credit
C04598-K1,visa,debit
C03588-K1,visa,credit
C08440-K1,visa,credit
C00846-K1,mastercard,credit
C01281-K1,visa,credit
C06715-K1,visa,credit
C06584-K1,visa,debit
C06091-K1,visa,debit
C08803-K1,visa,debit
C12163-K1,visa,credit
C04771-K1,visa,credit
C03769-K1,mastercard,credit
C08500-K1,mastercard,debit
C08500-K2,mastercard,debit
C09689-K1,mastercard,credit
C05398-K1,visa,debit
C12457-K1,american express,credit
C12054-K1,visa,debit
C01085-K1,visa,credit
C01500-K1,mastercard,credit
C03555-K1,mastercard,credit
C09510-K1,visa,debit
C05500-K1,visa,credit
C05500-K2,visa,debit
C11498-K1,mastercard,debit
C00963-K1,visa,debit
C09619-K1,mastercard,debit
C08732-K1,visa,debit
C01079-K1,visa,debit
C11987-K1,visa,credit
C10367-K1,visa,credit
C04273-K1,visa,debit
C12406-K1,visa,debit
C06451-K1,visa,debit
C00736-K1,visa,debit
C02221-K1,visa,credit
C13013-K1,visa,debit
C13275-K1,visa,credit
C09070-K1,mastercard,credit
C09489-K1,visa,credit
C05978-K1,visa,credit
C00336-K1,mastercard,debit
C12948-K1,visa,debit
C07850-K1,visa,credit
C06616-K1,mastercard,debit
C12977-K1,mastercard,debit
C01970-K1,mastercard,credit
C10833-K1,mastercard,debit
C04271-K1,visa,debit
C03026-K1,mastercard,credit
C10358-K1,mastercard,debit
C03004-K1,mastercard,debit
C11520-K1,visa,credit
C01731-K1,visa,debit
C01731-K2,visa,debit
C09540-K1,visa,credit
C02036-K1,american express,credit
C09780-K1,mastercard,debit
C13040-K1,mastercard,debit
C00071-K1,visa,credit
C03724-K1,american express,credit
C08073-K1,visa,credit
C09961-K1,visa,debit
C09055-K1,mastercard,credit
C10161-K1,mastercard,debit
C10161-K2,mastercard,debit
C09011-K1,visa,debit
C13213-K1,visa,debit
C02372-K1,visa,debit
C12212-K1,mastercard,credit
C13351-K1,american express,credit
C09517-K1,mastercard,debit
C05826-K1,mastercard,credit
C04121-K1,mastercard,debit
C00568-K1,mastercard,credit
C06381-K1,visa,credit
C10670-K1,mastercard,credit
C06654-K1,mastercard,debit
C06654-K2,mastercard,debit
C06654-K3,mastercard,debit
C03229-K1,visa,debit
C08259-K1,mastercard,credit
C02323-K1,american express,credit
C12031-K1,visa,debit
C03149-K1,american express,credit
C06857-K1,mastercard,credit
C06577-K1,visa,debit
C11661-K1,visa,credit
C12079-K1,visa,credit
C00388-K1,visa,debit
C06891-K1,american express,credit
C07674-K1,american express,credit
C03865-K1,visa,debit
C06056-K1,mastercard,debit
C12687-K1,american express,credit
C11772-K1,american express,debit
C07824-K1,visa,debit
C02264-K1,visa,debit
C04468-K1,visa,credit
C11465-K1,visa,credit
C09803-K1,visa,debit
C02623-K1,visa,credit
C03922-K1,visa,debit
C04859-K1,visa,debit
C03118-K1,visa,debit
C12707-K1,mastercard,debit
C12720-K1,american express,credit
C03329-K1,mastercard,debit
C11442-K1,visa,debit
C06936-K1,visa,debit
C10051-K1,american express,credit
C11406-K1,mastercard,credit
C10082-K1,visa,credit
C02805-K1,visa,debit
C05340-K1,mastercard,debit
C00115-K1,visa,debit
C01794-K1,american express,credit
C07040-K1,visa,debit
C06798-K1,visa,debit
C01667-K1,visa,debit
C08226-K1,visa,debit
C00237-K1,visa,debit
C09357-K1,mastercard,credit
C09357-K2,mastercard,credit
C10297-K1,visa,credit
C11311-K1,mastercard,debit
C04621-K1,mastercard,debit
C09425-K1,visa,credit
C08939-K1,mastercard,debit
C00638-K1,visa,debit
C04042-K1,mastercard,debit
C01698-K1,visa,debit
C01728-K1,american express,credit
C08594-K1,visa,debit
C07760-K1,visa,debit
C06013-K1,visa,debit
C02418-K1,american express,credit
C12554-K1,visa,debit
C08896-K1,visa,debit
C08153-K1,mastercard,credit
C04483-K1,mastercard,debit
C12105-K1,mastercard,debit
C00270-K1,mastercard,debit
C13313-K1,visa,debit
C08859-K1,american express,credit
C03541-K1,visa,credit
C03541-K2,visa,credit
C03257-K1,visa,debit
C06918-K1,visa,debit
C03707-K1,mastercard,credit
C07509-K1,visa,debit
C07929-K1,visa,debit
C11815-K1,mastercard,debit
C06004-K1,visa,debit
C04484-K1,mastercard,debit
C03621-K1,visa,debit
C11202-K1,visa,debit
C02666-K1,mastercard,debit
C02666-K2,mastercard,debit
C10692-K1,american express,credit
C10302-K1,mastercard,debit
C10302-K2,mastercard,debit
C07528-K1,american express,credit
C05503-K1,mastercard,debit
C08963-K1,mastercard,debit
C12465-K1,visa,debit
C02318-K1,visa,credit
C03976-K1,visa,debit
C07270-K1,visa,credit
C10081-K1,american express,credit
C11147-K1,american express,credit
C02300-K1,visa,debit
C12263-K1,american express,credit
C04332-K1,visa,credit
C09037-K1,visa,debit
C09204-K1,mastercard,credit
C09204-K2,mastercard,credit
C13173-K1,visa,credit
C13427-K1,american express,credit
C05742-K1,american express,credit
C05225-K1,visa,credit
C05847-K1,visa,debit
C09927-K1,mastercard,debit
C09927-K2,mastercard,debit
C00655-K1,visa,credit
C02374-K1,visa,debit
C13240-K1,visa,credit
C08097-K1,visa,debit
C02528-K1,visa,credit
C08883-K1,american express,credit
C07999-K1,visa,debit
C08427-K1,visa,credit
C09009-K1,visa,credit
C10555-K1,mastercard,credit
C12389-K1,mastercard,debit
C02478-K1,american express,credit
C04736-K1,visa,credit
C07651-K1,visa,debit
C09143-K1,mastercard,credit
C06669-K1,mastercard,credit
C06575-K1,mastercard,debit
C07199-K1,visa,debit
C09044-K1,visa,credit
C06177-K1,visa,debit
C05001-K1,mastercard,debit
C10697-K1,visa,debit
C10697-K2,,
C12108-K1,american express,credit
C07243-K1,visa,credit
C05288-K1,american express,credit
C05246-K1,mastercard,credit
C04694-K1,mastercard,credit
C08137-K1,visa,debit
C00375-K1,visa,debit
C06472-K1,visa,debit
C11825-K1,visa,credit
C09753-K1,visa,credit
C05426-K1,visa,debit
C12492-K1,visa,credit
C13174-K1,visa,credit
C03744-K1,mastercard,credit
C03744-K2,mastercard,debit
C01396-K1,visa,credit
C01588-K1,american express,credit
C00442-K1,visa,credit
C02048-K1,visa,debit
C11025-K1,american express,credit
C03854-K1,american express,credit
C05894-K1,discover,debit
C04245-K1,visa,debit
C04123-K1,mastercard,debit
C11120-K1,american express,credit
C06668-K1,visa,debit
C06668-K2,visa,debit
C08067-K1,american express,credit
C07165-K1,mastercard,debit
C09667-K1,mastercard,credit
C04427-K1,visa,credit
C00184-K1,mastercard,debit
C04931-K1,visa,credit
C08636-K1,visa,debit
C00643-K1,visa,debit
C07420-K1,mastercard,debit
C07420-K2,mastercard,debit
C05354-K1,visa,debit
C01613-K1,visa,debit
C04544-K1,american express,credit
C04001-K1,visa,credit
C08400-K1,visa,debit
C01141-K1,visa,credit
C01250-K1,mastercard,credit
C11685-K1,visa,credit
C04724-K1,mastercard,debit
C10343-K1,visa,debit
C00891-K1,mastercard,debit
C00590-K1,mastercard,debit
C02208-K1,mastercard,credit
C03071-K1,visa,credit
C09264-K1,american express,credit
C01939-K1,american express,credit
C09525-K1,visa,credit
C09225-K1,american express,credit
C01350-K1,american express,credit
C03659-K1,american express,credit
C08731-K1,mastercard,debit
C12300-K1,american express,credit
C05275-K1,visa,debit
C11134-K1,visa,debit
C03408-K1,visa,debit
C10073-K1,visa,credit
C12928-K1,visa,debit
C05583-K1,mastercard,credit
C03618-K1,visa,debit
C09590-K1,visa,debit
C04128-K1,visa,debit
C10528-K1,mastercard,credit
C04496-K1,visa,debit
C09937-K1,visa,debit
C01512-K1,mastercard,credit
C11205-K1,mastercard,credit
C13132-K1,visa,debit
C12027-K1,visa,debit
C04959-K1,visa,debit
C11099-K1,visa,debit
C04985-K1,visa,debit
C05348-K1,visa,credit
C03280-K1,american express,credit
C01808-K1,visa,credit
C12299-K1,mastercard,credit
C12695-K1,mastercard,credit
C08574-K1,mastercard,debit
C05884-K1,visa,debit
C03930-K1,visa,credit
C03035-K1,american express,
C13025-K1,visa,credit
C13025-K2,visa,credit
C01217-K1,mastercard,debit
C02012-K1,visa,credit
C02810-K1,visa,debit
C02568-K1,mastercard,credit
C10122-K1,mastercard,debit
C09215-K1,visa,credit
C09215-K2,visa,credit
C11404-K1,mastercard,debit
C07230-K1,visa,credit
C03057-K1,mastercard,debit
C07706-K1,mastercard,credit
C00182-K1,mastercard,debit
C00356-K1,mastercard,debit
C13478-K1,american express,credit
C11550-K1,visa,credit
C03127-K1,mastercard,debit
C08392-K1,visa,credit
C10512-K1,visa,debit
C09565-K1,visa,credit
C10645-K1,mastercard,debit
C10645-K2,mastercard,debit
C02212-K1,mastercard,debit
C10420-K1,visa,debit
C01606-K1,mastercard,debit
C00344-K1,american express,credit
C10891-K1,mastercard,debit
C01765-K1,visa,debit
C11083-K1,visa,debit
C00636-K1,american express,credit
C06670-K1,american express,credit
C00893-K1,visa,debit
C02378-K1,mastercard,credit
C00367-K1,american express,credit
C05630-K1,visa,credit
C02833-K1,visa,debit
C00679-K1,mastercard,credit
C12934-K1,visa,debit
C08754-K1,visa,credit
C03489-K1,american express,credit
C06943-K1,visa,debit
C09100-K1,visa,credit
C12047-K1,visa,debit
C00802-K1,visa,debit
C10311-K1,mastercard,debit
C07136-K1,visa,debit
C04333-K1,mastercard,debit
C01641-K1,visa,credit
C03819-K1,visa,credit
C07914-K1,visa,credit
C04590-K1,visa,debit
C05903-K1,visa,debit
C12970-K1,visa,credit
C00153-K1,visa,debit
C00420-K1,visa,credit
C05041-K1,mastercard,credit
C07200-K1,visa,credit
C00971-K1,mastercard,debit
C05401-K1,visa,credit
C06761-K1,visa,credit
C00043-K1,visa,debit
C02415-K1,visa,credit
C02375-K1,american express,credit
C05205-K1,mastercard,debit
C05205-K2,mastercard,debit
C10793-K1,visa,debit
C01341-K1,american express,credit
C00825-K1,mastercard,credit
C06132-K1,american express,credit
C01669-K1,visa,credit
C05941-K1,mastercard,debit
C12071-K1,visa,credit
C01802-K1,visa,debit
C03007-K1,mastercard,debit
C03007-K2,mastercard,debit
C06567-K1,visa,credit
C10202-K1,visa,credit
C04524-K1,visa,debit
C05296-K1,visa,credit
C02644-K1,visa,debit
C06975-K1,visa,debit
C08077-K1,american express,credit
C01523-K1,visa,credit
C00896-K1,mastercard,credit
C00579-K1,visa,credit
C08434-K1,mastercard,credit
C05441-K1,visa,debit
C02421-K1,visa,credit
C10509-K1,visa,debit
C11580-K1,american express,credit
C00928-K1,mastercard,debit
C00928-K2,mastercard,debit
C01912-K1,visa,credit
C10926-K1,visa,debit
C10371-K1,visa,debit
C04122-K1,visa,debit
C08331-K1,visa,credit
C11350-K1,visa,credit
C00521-K1,mastercard,credit
C02085-K1,american express,credit
C08711-K1,american express,credit
C12394-K1,american express,credit
C10578-K1,american express,credit
C07926-K1,mastercard,credit
C05109-K1,mastercard,debit
C11048-K1,mastercard,debit
C09052-K1,visa,debit
C09781-K1,american express,credit
C10657-K1,visa,debit
C07460-K1,visa,debit
C12313-K1,mastercard,debit
C12443-K1,mastercard,debit
C05517-K1,visa,credit
C03450-K1,visa,debit
